gene,synonyms,bnumber,strand,start,end
thrL,b0001;ECK0001;JW4367,b0001,True,189,255
ybdZ,b4511;ECK0578;JW0577,b4511,True,487457,487676
entF,b0586;ECK0579;JW0578,b0586,True,487672,491554
fepE,b0587;ECK0580;JW0579,b0587,True,491769,492903
fepC,b0588;ECK0581;JW0580,b0588,True,492899,493715
fepG,b0589;ECK0582;JW0581,b0589,True,493711,494704
fepD,b0590;ECK0583;JW0582,b0590,True,494700,495705
ybdA,b0591;ECK0584;JW0583,b0591,True,495815,497066
fepB,b0592;ECK0585;JW0584,b0592,True,497069,498026
entC,b0593;ECK0586;JW0585,b0593,True,498400,499576
entE,b0594;ECK0587;JW0586,b0594,True,499585,501196
entB,b0595;ECK0588;JW0587,b0595,True,501209,502067
entA,b0596;ECK0589;JW0588,b0596,True,502066,502813
ybdB,b0597;ECK0590;JW0589,b0597,True,502815,503229
cstA,b0598;ECK0591;JW0590,b0598,True,503409,505515
ybdD,b4512;ECK0592;JW0591,b4512,True,505697,505895
ybdH,b0599;ECK0593;JW0592,b0599,True,505904,506993
ybdL,b0600;ECK0594;JW0593,b0600,True,507101,508262
ybdM,b0601;ECK0595;JW0594,b0601,True,508262,508892
ybdN,b0602;ECK0596;JW0595,b0602,True,508864,510085
ybdO,b0603;ECK0597;JW0596,b0603,True,510231,511134
dsbG,b0604;ECK0598;JW0597,b0604,True,511342,512089
ahpC,b0605;ECK0599;JW0598,b0605,True,512460,513024
ahpF,b0606;ECK0600;JW0599,b0606,True,513268,514834
uspG,b0607;ECK0601;JW0600,b0607,True,514954,515383
ybdR,b0608;ECK0602;JW0601,b0608,True,515603,516842
rnk,b0610;ECK0603;JW0602,b0610,True,517072,517483
rna,b0611;ECK0604;JW0603,b0611,True,517712,518519
citT,b0612;ECK0605;JW0604,b0612,True,518632,520096
citG,b0613;ECK0606;JW0605,b0613,True,520146,521025
citX,b0614;ECK0607;JW0606,b0614,True,520999,521551
citF,b0615;ECK0608;JW5087,b0615,True,521554,523087
citE,b0616;ECK0609;JW0608,b0616,True,523097,524006
citD,b0617;ECK0610;JW0609,b0617,True,524002,524299
citC,b0618;ECK0611;JW0610,b0618,True,524313,525372
citA,b0619;ECK0612;JW0611,b0619,True,525750,527409
citB,b0620;ECK0613;JW0612,b0620,True,527377,528058
dcuC,b0621;ECK0614;JW0616,b0621,True,528098,529484
crcA,b0622;ECK0615;JW0617,b0622,True,530072,530633
cspE,b0623;ECK0616;JW0618,b0623,True,530807,531017
crcB,b0624;ECK0617;JW0619,b0624,True,531070,531454
ybeH,b0625;ECK0618;JW0620,b0625,True,531546,531774
ybeM,b0626;ECK0619;JW0621,b0626,True,531770,532334
tatE,b0627;ECK0620;JW0622,b0627,True,532462,532666
lipA,b0628;ECK0621;JW0623,b0628,True,532766,533732
ybeF,b0629;ECK0622;JW0624,b0629,True,533940,534894
lipB,b0630;ECK0623;JW5089,b0630,True,535152,535794
ybeD,b0631;ECK0624;JW0626,b0631,True,535894,536158
dacA,b0632;ECK0625;JW0627,b0632,True,536267,537479
rlpA,b0633;ECK0626;JW0628,b0633,True,537617,538706
mrdB,b0634;ECK0627;JW0629,b0634,True,538716,539829
mrdA,b0635;ECK0628;JW0630,b0635,True,539831,541733
ybeA,b0636;ECK0629;JW0631,b0636,True,541763,542231
ybeB,b0637;ECK0630;JW5090,b0637,True,542234,542552
cobC,b0638;ECK0631;JW0633,b0638,True,542811,543423
nadD,b0639;ECK0632;JW0634,b0639,True,543446,544088
holA,b0640;ECK0633;JW0635,b0640,True,544089,545121
rlpB,b0641;ECK0634;JW0636,b0641,True,545120,545702
leuS,b0642;ECK0635;JW0637,b0642,True,545716,548299
ybeL,b0643;ECK0636;JW0638,b0643,True,548533,549016
ybeQ,b0644;ECK0637;JW5091,b0644,True,549085,550063
ybeR,b0645;ECK0638;JW0640,b0645,True,550226,550934
djlB,b0646;ECK0639;JW0641,b0646,True,550930,552358
ybeT,b0647;ECK0640;JW0642,b0647,True,552367,552922
ybeU,b0648;ECK0641;JW0643,b0648,True,553023,553731
djlC,b0649;ECK0642;JW0644,b0649,True,553727,555179
hscC,b0650;ECK0643;JW0645,b0650,True,555238,556909
rihA,b0651;ECK0644;JW0646,b0651,True,556992,557928
gltL,b0652;ECK0645;JW0647,b0652,True,558045,558771
gltK,b0653;ECK0646;JW0648,b0653,True,558770,559445
gltJ,b0654;ECK0647;JW0649,b0654,True,559444,560185
gltI,b0655;ECK0648;JW5092,b0655,True,560354,561263
lnt,b0657;ECK0649;JW0654,b0657,True,561673,563212
ybeX,b0658;ECK0650;JW0655,b0658,True,563236,564115
ybeY,b0659;ECK0651;JW0656,b0659,True,564204,564672
ybeZ,b0660;ECK0652;JW0657,b0660,True,564668,565748
miaB,b0661;ECK0653;JW0658,b0661,True,565861,567286
ubiF,b0662;ECK0654;JW0659,b0662,True,567431,568607
glnX,b0664;ECK0655;JWR0011,b0664,True,568760,568835
glnV,b0665;ECK0656;JWR0012,b0665,True,568872,568947
metU,b0666;ECK0657;JWR0013,b0666,True,568994,569071
glnW,b0668;ECK0658;JWR0014,b0668,True,569086,569161
glnU,b0670;ECK0659;JWR0015,b0670,True,569195,569270
leuW,b0672;ECK0660;JWR0016,b0672,True,569293,569378
metT,b0673;ECK0661;JWR0017,b0673,True,569387,569464
asnB,b0674;ECK0662;JW0660,b0674,True,569843,571508
nagD,b0675;ECK0663;JW0661,b0675,True,571904,572657
nagC,b0676;ECK0664;JW0662,b0676,True,572704,573925
nagA,b0677;ECK0665;JW0663,b0677,True,573933,575082
nagB,b0678;ECK0666;JW0664,b0678,True,575141,575942
nagE,b0679;ECK0667;JW0665,b0679,True,576274,578221
glnS,b0680;ECK0668;JW0666,b0680,True,578423,580088
ybfM,b0681;ECK0669;JW0667,b0681,True,580664,582071
ybfN,b0682;ECK0670;JW0668,b0682,True,582120,582447
fur,b0683;ECK0671;JW0669,b0683,True,582530,582977
fldA,b0684;ECK0672;JW0671,b0684,True,583265,583796
ybfE,b0685;ECK0673;JW5816,b0685,True,583935,584229
ybfF,b0686;ECK0674;JW0673,b0686,True,584368,585133
seqA,b0687;ECK0675;JW0674,b0687,True,585317,585863
pgm,b0688;ECK0676;JW0675,b0688,True,585888,587529
ybfP,b0689;ECK0677;JW0676,b0689,True,587742,588237
ybfG,b0690;ECK0678;JW5094,b0690,True,588277,588688
ybfH,b0691;ECK0679;JW5095,b0691,True,588718,588928
potE,b0692;ECK0680;JW0679,b0692,True,589276,590596
speF,b0693;ECK0681;JW0680,b0693,True,590592,592791
kdpE,b0694;ECK0682;JW5096,b0694,True,593386,594064
kdpD,b0695;ECK0683;JW0683,b0695,True,594060,596745
kdpC,b0696;ECK0684;JW0684,b0696,True,596737,597310
kdpB,b0697;ECK0685;JW0685,b0697,True,597318,599367
kdpA,b0698;ECK0686;JW0686,b0698,True,599389,601063
kdpF,b4513;ECK0687;JW0687,b4513,True,601062,601152
ybfA,b0699;ECK0688;JW0688,b0699,True,601464,601671
ybgA,b0707;ECK0696;JW0697,b0707,True,601733,602243
phr,b0708;ECK0697;JW0698,b0708,True,602239,603658
ybgH,b0709;ECK0698;JW0699,b0709,True,603807,605289
ybgI,b0710;ECK0699;JW0700,b0710,True,605559,606303
ybgJ,b0711;ECK0700;JW0701,b0711,True,606325,606982
ybgK,b0712;ECK0701;JW0702,b0712,True,606975,607908
ybgL,b0713;ECK0702;JW0703,b0713,True,607897,608632
nei,b0714;ECK0703;JW0704,b0714,True,608667,609459
abrB,b0715;ECK0704;JW5097,b0715,True,609455,610502
ybgO,b0716;ECK0705;JW5098,b0716,True,610653,611715
ybgP,b0717;ECK0706;JW0707,b0717,True,611711,612440
ybgQ,b0718;ECK0707;JW5099,b0718,True,612454,614902
ybgD,b0719;ECK0708;JW0709,b0719,True,614961,615528
gltA,b0720;ECK0709;JW0710,b0720,True,615917,617201
sdhC,b0721;ECK0710;JW0711,b0721,True,617909,618299
sdhD,b0722;ECK0711;JW0712,b0722,True,618292,618640
sdhA,b0723;ECK0712;JW0713,b0723,True,618639,620406
sdhB,b0724;ECK0713;JW0714,b0724,True,620421,621138
sucA,b0726;ECK0714;JW0715,b0726,True,621438,624240
sucB,b0727;ECK0715;JW0716,b0727,True,624254,625472
sucC,b0728;ECK0716;JW0717,b0728,True,625746,626913
sucD,b0729;ECK0717;JW0718,b0729,True,626912,627782
mngR,b0730;ECK0718;JW0719,b0730,True,627885,628608
mngA,b0731;ECK0719;JW0720,b0731,True,628716,630693
mngB,b0732;ECK0720;JW0721,b0732,True,630710,633344
cydA,b0733;ECK0721;JW0722,b0733,True,634190,635759
cydB,b0734;ECK0722;JW0723,b0734,True,635774,636914
ybgT,b4515;ECK0723;JW0724,b4515,True,636928,637042
ybgE,b0735;ECK0724;JW0725,b0735,True,637041,637335
ybgC,b0736;ECK0725;JW0726,b0736,True,637484,637889
tolQ,b0737;ECK0726;JW0727,b0737,True,637885,638578
tolR,b0738;ECK0727;JW0728,b0738,True,638581,639010
tolA,b0739;ECK0728;JW0729,b0739,True,639074,640340
tolB,b0740;ECK0729;JW5100,b0740,True,640472,641765
pal,b0741;ECK0730;JW0731,b0741,True,641799,642321
ybgF,b0742;ECK0731;JW0732,b0742,True,642330,643122
lysT,b0743;ECK0732;JWR0018,b0743,True,643286,643362
valT,b0744;ECK0733;JWR0019,b0744,True,643497,643573
lysW,b0745;ECK0734;JWR0020,b0745,True,643575,643651
valZ,b0746;ECK0735;JWR0021,b0746,True,643800,643876
lysY,b0747;ECK0736;JWR0022,b0747,True,643879,643955
lysZ,b0748;ECK0737;JWR0023,b0748,True,644101,644177
lysQ,b0749;ECK0738;JWR0024,b0749,True,644309,644385
nadA,b0750;ECK0739;JW0733,b0750,True,644817,645861
pnuC,b0751;ECK0740;JW0734,b0751,True,645898,646618
zitB,b0752;ECK0741;JW0735,b0752,True,646614,647556
ybgS,b0753;ECK0742;JW0736,b0753,True,647669,648050
aroG,b0754;ECK0743;JW0737,b0754,True,648365,649418
gpmA,b0755;ECK0744;JW0738,b0755,True,649575,650328
galM,b0756;ECK0745;JW0739,b0756,True,650529,651570
galK,b0757;ECK0746;JW0740,b0757,True,651563,652712
galT,b0758;ECK0747;JW0741,b0758,True,652715,653762
galE,b0759;ECK0748;JW0742,b0759,True,653771,654788
modF,b0760;ECK0749;JW0743,b0760,True,655048,656521
modE,b0761;ECK0750;JW0744,b0761,True,656588,657377
ybhT,b0762;ECK0751;JW5102,b0762,True,657505,657655
modA,b0763;ECK0752;JW0746,b0763,True,657821,658595
modB,b0764;ECK0753;JW0747,b0764,True,658594,659284
modC,b0765;ECK0754;JW0748,b0765,True,659286,660345
ybhA,b0766;ECK0755;JW0749,b0766,True,660345,661164
ybhE,b0767;ECK0756;JW0750,b0767,True,661318,662314
ybhD,b0768;ECK0757;JW5896,b0768,True,662354,663371
ybhH,b0769;ECK0758;JW0752,b0769,True,663491,664544
ybhI,b0770;ECK0759;JW0753,b0770,True,664619,666053
ybhJ,b0771;ECK0760;JW5103,b0771,True,666235,668497
ybhC,b0772;ECK0761;JW0755,b0772,True,668730,670014
ybhB,b0773;ECK0762;JW0756,b0773,True,670165,670642
bioA,b0774;ECK0763;JW0757,b0774,True,670700,671990
bioB,b0775;ECK0764;JW0758,b0775,True,672076,673117
bioF,b0776;ECK0765;JW0759,b0776,True,673113,674268
bioC,b0777;ECK0766;JW0760,b0777,True,674254,675010
bioD,b0778;ECK0767;JW0761,b0778,True,675002,675680
uvrB,b0779;ECK0768;JW0762,b0779,True,676258,678280
ybhK,b0780;ECK0769;JW0763,b0780,True,678471,679380
moaA,b0781;ECK0770;JW0764,b0781,True,679776,680766
moaB,b0782;ECK0771;JW0765,b0782,True,680787,681300
moaC,b0783;ECK0772;JW0766,b0783,True,681302,681788
moaD,b0784;ECK0773;JW0767,b0784,True,681780,682026
moaE,b0785;ECK0774;JW0768,b0785,True,682027,682480
ybhL,b0786;ECK0775;JW0769,b0786,True,682616,683321
ybhM,b0787;ECK0776;JW0770,b0787,True,683525,684239
ybhN,b0788;ECK0777;JW0771,b0788,True,684274,685231
ybhO,b0789;ECK0778;JW0772,b0789,True,685230,686472
ybhP,b0790;ECK0779;JW0773,b0790,True,686468,687230
ybhQ,b0791;ECK0780;JW0774,b0791,True,687362,687773
ybhR,b0792;ECK0781;JW5803,b0792,True,687734,688841
ybhS,b0793;ECK0782;JW0777,b0793,True,688851,689985
ybhF,b0794;ECK0783;JW5104,b0794,True,689977,691714
ybhG,b0795;ECK0784;JW0779,b0795,True,691706,692705
ybiH,b0796;ECK0785;JW0780,b0796,True,692704,693376
rhlE,b0797;ECK0786;JW0781,b0797,True,693604,694969
ybiA,b0798;ECK0787;JW0783,b0798,True,695200,695683
dinG,b0799;ECK0788;JW0784,b0799,True,695802,697953
ybiB,b0800;ECK0789;JW0785,b0800,True,697980,698943
ybiC,b0801;ECK0790;JW0786,b0801,True,699083,700169
ybiJ,b0802;ECK0791;JW0787,b0802,True,700397,700658
ybiI,b0803;ECK0792;JW0788,b0803,True,700922,701189
ybiX,b0804;ECK0793;JW5105,b0804,True,701262,701940
fiu,b0805;ECK0794;JW0790,b0805,True,701981,704264
ybiM,b0806;ECK0795;JW5106,b0806,True,704528,704789
ybiN,b0807;ECK0796;JW5107,b0807,True,705064,705991
ybiO,b0808;ECK0797;JW5108,b0808,True,705987,708213
glnQ,b0809;ECK0798;JW0794,b0809,True,708473,709196
glnP,b0810;ECK0799;JW0795,b0810,True,709192,709852
glnH,b0811;ECK0800;JW0796,b0811,True,709990,710737
dps,b0812;ECK0801;JW0797,b0812,True,711140,711644
rhtA,b0813;ECK0802;JW0798,b0813,True,711942,712830
ompX,b0814;ECK0803;JW0799,b0814,True,713182,713698
ybiP,b0815;ECK0804;JW0800,b0815,True,713746,715330
yliL,b0816;ECK0805;JW5969,b0816,True,715403,715673
rybA,b4416;ECK0806;JWR0226,b4416,True,715684,715773
mntR,b0817;ECK0807;JW0801,b0817,True,715915,716383
ybiR,b0818;ECK0808;JW0802,b0818,True,716379,717498
ybiS,b0819;ECK0809;JW0803,b0819,True,717556,718477
ybiT,b0820;ECK0810;JW0804,b0820,True,718695,720288
ybiU,b0821;ECK0811;JW0805,b0821,True,720528,721794
ybiV,b0822;ECK0812;JW0806,b0822,True,721945,722761
ybiW,b0823;ECK0813;JW0807,b0823,True,722906,725339
ybiY,b0824;ECK0814;JW0808,b0824,True,725344,726271
fsaA,b0825;ECK0815;JW5109,b0825,True,726374,727037
moeB,b0826;ECK0816;JW0810,b0826,True,727112,727862
moeA,b0827;ECK0817;JW0811,b0827,True,727861,729097
iaaA,b0828;ECK0818;JW0812,b0828,True,729300,730266
yliA,b0829;ECK0819;JW5897,b0829,True,730285,732124
yliB,b0830;ECK0820;JW5111,b0830,True,732143,733682
yliC,b0831;ECK0821;JW0815,b0831,True,733699,734620
yliD,b0832;ECK0822;JW0816,b0832,True,734622,735534
yliE,b0833;ECK0823;JW0817,b0833,True,735711,738060
yliF,b0834;ECK0824;JW0818,b0834,True,738067,739396
yliG,b0835;ECK0825;JW0819,b0835,True,739442,740768
yliH,b0836;ECK0826;JW0820,b0836,True,740980,741364
yliI,b0837;ECK0827;JW0821,b0837,True,741474,742590
yliJ,b0838;ECK0828;JW0822,b0838,True,742586,743213
dacC,b0839;ECK0829;JW0823,b0839,True,743459,744662
deoR,b0840;ECK0830;JW0824,b0840,True,744708,745467
ybjG,b0841;ECK0831;JW5112,b0841,True,745524,746121
cmr,b0842;ECK0832;JW0826,b0842,True,746405,747638
ybjH,b0843;ECK0833;JW0827,b0843,True,747678,747963
ybjI,b0844;ECK0834;JW5113,b0844,True,748048,748864
ybjJ,b0845;ECK0835;JW0829,b0845,True,748863,750072
ybjK,b0846;ECK0836;JW5114,b0846,True,750155,750692
rybB,b4417;ECK0837;JWR0227,b4417,True,750708,750787
ybjL,b0847;ECK0838;JW0831,b0847,True,750866,752552
ybjM,b0848;ECK0839;JW0832,b0848,True,752821,753199
grxA,b0849;ECK0840;JW0833,b0849,True,753228,753486
ybjC,b0850;ECK0841;JW0834,b0850,True,753645,753933
nfsA,b0851;ECK0842;JW0835,b0851,True,753916,754639
rimK,b0852;ECK0843;JW0836,b0852,True,754699,755602
ybjN,b0853;ECK0844;JW0837,b0853,True,755689,756166
potF,b0854;ECK0845;JW0838,b0854,True,756516,757629
potG,b0855;ECK0846;JW5818,b0855,True,757723,758857
potH,b0856;ECK0847;JW0840,b0856,True,758866,759820
potI,b0857;ECK0848;JW0841,b0857,True,759816,760662
ybjO,b0858;ECK0849;JW0842,b0858,True,760721,761210
rumB,b0859;ECK0850;JW0843,b0859,True,761250,762378
artJ,b0860;ECK0851;JW0844,b0860,True,762576,763308
artM,b0861;ECK0852;JW0845,b0861,True,763598,764267
artQ,b0862;ECK0853;JW0846,b0862,True,764266,764983
artI,b0863;ECK0854;JW0847,b0863,True,764989,765721
artP,b0864;ECK0855;JW0848,b0864,True,765738,766467
ybjP,b0865;ECK0856;JW0849,b0865,True,766684,767200
ybjQ,b0866;ECK0857;JW0850,b0866,True,767325,767649
ybjR,b0867;ECK0858;JW0851,b0867,True,767645,768476
ybjS,b0868;ECK0859;JW5819,b0868,True,768472,769486
ybjT,b0869;ECK0860;JW5116,b0869,True,769584,771015
ltaE,b0870;ECK0861;JW0854,b0870,True,771025,772027
poxB,b0871;ECK0862;JW0855,b0871,True,772063,773782
hcr,b0872;ECK0863;JW5117,b0872,True,773914,774883
hcp,b0873;ECK0864;JW0857,b0873,True,774894,776547
ybjE,b0874;ECK0865;JW0858,b0874,True,776690,777590
aqpZ,b0875;ECK0866;JW0859,b0875,True,778084,778780
ybjD,b0876;ECK0867;JW0860,b0876,True,779205,780864
ybjX,b0877;ECK0868;JW0861,b0877,True,780860,781853
macA,b0878;ECK0869;JW0862,b0878,True,781967,783083
macB,b0879;ECK0870;JW0863,b0879,True,783079,785026
cspD,b0880;ECK0871;JW0864,b0880,True,785098,785323
clpS,b0881;ECK0872;JW0865,b0881,True,785645,785966
clpA,b0882;ECK0873;JW0866,b0882,True,785996,788273
serW,b0883;ECK0874;JWR0025,b0883,True,788616,788704
infA,b0884;ECK0875;JW0867,b0884,True,788957,789176
aat,b0885;ECK0876;JW0868,b0885,True,789460,790165
cydC,b0886;ECK0877;JW0869,b0886,True,790206,791928
cydD,b0887;ECK0878;JW0870,b0887,True,791928,793695
trxB,b0888;ECK0879;JW0871,b0888,True,793817,794783
lrp,b0889;ECK0880;JW0872,b0889,True,795327,795822
ftsK,b0890;ECK0881;JW0873,b0890,True,795956,799946
lolA,b0891;ECK0882;JW0874,b0891,True,800101,800716
ycaJ,b0892;ECK0883;JW0875,b0892,True,800726,802070
serS,b0893;ECK0884;JW0876,b0893,True,802160,803453
dmsA,b0894;ECK0885;JW5118,b0894,True,803691,806136
dmsB,b0895;ECK0886;JW0878,b0895,True,806146,806764
dmsC,b0896;ECK0887;JW0879,b0896,True,806765,807629
ycaC,b0897;ECK0888;JW0880,b0897,True,807663,808290
ycaD,b0898;ECK0889;JW0881,b0898,True,808603,809752
ycaM,b0899;ECK0890;JW5119,b0899,True,809961,811392
ycaN,b0900;ECK0891;JW0883,b0900,True,811392,812301
ycaK,b0901;ECK0892;JW0884,b0901,True,812400,812991
pflA,b0902;ECK0893;JW0885,b0902,True,813072,813813
pflB,b0903;ECK0894;JW0886,b0903,True,814004,816287
focA,b0904;ECK0895;JW0887,b0904,True,816341,817199
ycaO,b0905;ECK0896;JW0888,b0905,True,817604,819365
ycaP,b0906;ECK0897;JW0889,b0906,True,819494,820187
serC,b0907;ECK0898;JW0890,b0907,True,820385,821474
aroA,b0908;ECK0899;JW0891,b0908,True,821544,822828
ycaL,b0909;ECK0900;JW0892,b0909,True,822996,823761
cmk,b0910;ECK0901;JW0893,b0910,True,823933,824617
rpsA,b0911;ECK0902;JW0894,b0911,True,824727,826401
ihfB,b0912;ECK0903;JW0895,b0912,True,826560,826845
ycaI,b0913;ECK0904;JW5120,b0913,True,827052,829317
msbA,b0914;ECK0905;JW0897,b0914,True,829353,831102
lpxK,b0915;ECK0906;JW0898,b0915,True,831098,832085
ycaQ,b0916;ECK0907;JW0899,b0916,True,832121,833354
ycaR,b0917;ECK0908;JW0900,b0917,True,833405,833588
kdsB,b0918;ECK0909;JW0901,b0918,True,833584,834331
ycbJ,b0919;ECK0910;JW0902,b0919,True,834484,835378
ycbC,b0920;ECK0911;JW0903,b0920,True,835354,836134
smtA,b0921;ECK0912;JW0904,b0921,True,836269,837055
mukF,b0922;ECK0913;JW0905,b0922,True,837051,838374
mukE,b0923;ECK0914;JW0906,b0923,True,838381,839059
mukB,b0924;ECK0915;JW0907,b0924,True,839058,843519
ycbB,b0925;ECK0916;JW0908,b0925,True,843779,845627
ycbK,b0926;ECK0917;JW0909,b0926,True,845807,846356
ycbL,b0927;ECK0918;JW0910,b0927,True,846382,847030
aspC,b0928;ECK0919;JW0911,b0928,True,847251,848442
ompF,b0929;ECK0920;JW0912,b0929,True,848626,849715
asnS,b0930;ECK0921;JW0913,b0930,True,850317,851718
pncB,b0931;ECK0922;JW0914,b0931,True,851886,853089
pepN,b0932;ECK0923;JW0915,b0932,True,853354,855967
ssuB,b0933;ECK0924;JW0916,b0933,True,856009,856777
ssuC,b0934;ECK0925;JW5121,b0934,True,856773,857565
ssuD,b0935;ECK0926;JW0918,b0935,True,857575,858721
ssuA,b0936;ECK0927;JW0919,b0936,True,858717,859677
ssuE,b0937;ECK0928;JW0920,b0937,True,859669,860245
ycbQ,b0938;ECK0929;JW5122,b0938,True,860600,861140
ycbR,b0939;ECK0930;JW0922,b0939,True,861222,861924
ycbS,b0940;ECK0931;JW0923,b0940,True,861948,864549
ycbT,b0941;ECK0932;JW0924,b0941,True,864539,865610
ycbU,b0942;ECK0933;JW0925,b0942,True,865621,866164
ycbV,b0943;ECK0934;JW5123,b0943,True,866171,866687
ycbF,b0944;ECK0935;JW5124,b0944,True,866679,867390
pyrD,b0945;ECK0936;JW0928,b0945,True,867500,868511
ycbW,b0946;ECK0937;JW5125,b0946,True,868684,869227
ycbX,b0947;ECK0938;JW5126,b0947,True,869223,870333
ycbY,b0948;ECK0939;JW0931,b0948,True,870576,872685
uup,b0949;ECK0940;JW0932,b0949,True,872696,874604
pqiA,b0950;ECK0941;JW0933,b0950,True,874733,875987
pqiB,b0951;ECK0942;JW0934,b0951,True,875991,877632
ymbA,b0952;ECK0943;JW5127,b0952,True,877643,878192
rmf,b0953;ECK0944;JW0936,b0953,True,878447,878615
fabA,b0954;ECK0945;JW0937,b0954,True,878684,879203
ycbZ,b0955;ECK0946;JW0938,b0955,True,879271,881032
ycbG,b0956;ECK0947;JW0939,b0956,True,881217,881670
ompA,b0957;ECK0948;JW0940,b0957,True,881745,882786
sulA,b0958;ECK0949;JW0941,b0958,True,883142,883652
yccR,b0959;ECK0950;JW0942,b0959,True,883870,884500
yccS,b0960;ECK0951;JW5128,b0960,True,884462,886616
yccF,b0961;ECK0952;JW0944,b0961,True,886634,887081
helD,b0962;ECK0953;JW0945,b0962,True,887203,889258
mgsA,b0963;ECK0954;JW5129,b0963,True,889289,889748
yccT,b0964;ECK0955;JW0947,b0964,True,889843,890506
yccU,b0965;ECK0956;JW5130,b0965,True,890678,891092
yccV,b0966;ECK0957;JW5970,b0966,True,891136,891454
yccW,b0967;ECK0958;JW5898,b0967,True,891511,892615
yccX,b0968;ECK0959;JW5131,b0968,True,892796,893075
yccK,b0969;ECK0960;JW0952,b0969,True,893071,893401
yccA,b0970;ECK0961;JW0953,b0970,True,893491,894151
serT,b0971;ECK0962;JWR0026,b0971,True,894357,894445
hyaA,b0972;ECK0963;JW0954,b0972,True,894871,895990
hyaB,b0973;ECK0964;JW0955,b0973,True,895986,897780
hyaC,b0974;ECK0965;JW0956,b0974,True,897798,898506
hyaD,b0975;ECK0966;JW0957,b0975,True,898502,899090
hyaE,b0976;ECK0967;JW0958,b0976,True,899086,899485
hyaF,b0977;ECK0968;JW0959,b0977,True,899481,900339
appC,b0978;ECK0969;JW0960,b0978,True,900472,902017
appB,b0979;ECK0970;JW0961,b0979,True,902028,903165
appA,b0980;ECK0971;JW0963,b0980,True,903349,904648
cspH,b0989;ECK0979;JW5134,b0989,True,905179,905392
cspG,b0990;ECK0980;JW0974,b0990,True,905677,905890
ymcE,b0991;ECK0981;JW0975,b0991,True,906063,906294
gnsA,b4517;ECK0982;JW0976,b4517,True,906283,906457
yccM,b0992;ECK0983;JW0977,b0992,True,906505,907579
torS,b0993;ECK0984;JW5135,b0993,True,907650,910395
torT,b0994;ECK0985;JW0979,b0994,True,910477,911506
torR,b0995;ECK0986;JW0980,b0995,True,911478,912171
torC,b0996;ECK0987;JW0981,b0996,True,912300,913473
torA,b0997;ECK0988;JW0982,b0997,True,913472,916019
torD,b0998;ECK0989;JW0983,b0998,True,916015,916615
cbpM,b0999;ECK0990;JW0984,b0999,True,916766,917072
cbpA,b1000;ECK0991;JW0985,b1000,True,917071,917992
yccE,b1001;ECK0992;JW0986,b1001,True,918252,919509
agp,b1002;ECK0993;JW0987,b1002,True,919801,921043
yccJ,b1003;ECK0994;JW0988,b1003,True,921080,921308
wrbA,b1004;ECK0995;JW0989,b1004,True,921328,921925
ymdF,b4518;ECK0996;JW5136,b4518,True,922297,922471
ycdG,b1006;ECK0997;JW5137,b1006,True,922727,924056
ycdH,b1007;ECK0998;JW5138,b1007,True,924076,924571
ycdI,b1008;ECK0999;JW0993,b1008,True,924581,925172
rarA,b1009;ECK1000;JW0994,b1009,True,925181,925982
ycdK,b1010;ECK1001;JW0995,b1010,True,925989,926376
ycdL,b1011;ECK1002;JW5139,b1011,True,926387,927080
ycdM,b1012;ECK1003;JW0997,b1012,True,927079,928228
ycdC,b1013;ECK1004;JW0998,b1013,True,928458,929097
putA,b1014;ECK1005;JW0999,b1014,True,929136,933099
putP,b1015;ECK1006;JW1001,b1015,True,933521,935030
ycdN,b4490;ECK1007;JW5141+JW1002,b4490,True,935563,936402
ycdN,b1016;ECK1007;JW5141,b1016,True,935572,935683
ycdN,b1017;ECK1007;JW1002,b1017,True,935670,936402
ycdO,b1018;ECK1008;JW1003,b1018,True,936459,937587
ycdB,b1019;ECK1009;JW1004,b1019,True,937592,938864
phoH,b1020;ECK1010;JW1005,b1020,True,939208,940273
serX,b1032;ECK1018;JWR0027,b1032,True,940565,940653
ycdW,b1033;ECK1019;JW5146,b1033,True,940886,941825
ycdX,b1034;ECK1020;JW1017,b1034,True,941879,942617
ycdY,b1035;ECK1021;JW1018,b1035,True,942640,943195
ycdZ,b1036;ECK1022;JW5147,b1036,True,943296,943788
csgG,b1037;ECK1023;JW1020,b1037,True,943851,944685
csgF,b1038;ECK1024;JW1021,b1038,True,944711,945128
csgE,b1039;ECK1025;JW1022,b1039,True,945152,945542
csgD,b1040;ECK1026;JW1023,b1040,True,945546,946197
csgB,b1041;ECK1027;JW1024,b1041,True,946951,947407
csgA,b1042;ECK1028;JW1025,b1042,True,947447,947903
csgC,b1043;ECK1029;JW1026,b1043,True,947961,948294
ymdA,b1044;ECK1030;JW1031,b1044,True,948414,948726
ymdB,b1045;ECK1031;JW1032,b1045,True,948820,949354
ymdC,b1046;ECK1032;JW5150,b1046,True,949355,950777
mdoC,b1047;ECK1033;JW1034,b1047,True,950784,951942
mdoG,b1048;ECK1034;JW1035,b1048,True,952335,953871
yceK,b1050;ECK1036;JW5151,b1050,True,956541,956769
msyB,b1051;ECK1037;JW1039,b1051,True,956769,957144
mdtG,b1053;ECK1038;JW1040,b1053,True,957226,958453
lpxL,b1054;ECK1039;JW1041,b1054,True,958624,959545
