gene,pident,length,mismatch,gapopen,qstart,qend,sstart,send,evalue,bitscore,qlen,line,gen_id,duplicated
ileS,100.0,2816,0,0,1,2816,639684,642499,0.0,5201,2816,L01-1,2,False
polA,100.0,2786,0,0,1,2786,121217,124002,0.0,5145,2786,L01-1,2,False
secA,100.0,2705,0,0,1,2705,728666,731370,0.0,4996,2705,L01-1,2,False
infB,100.0,2672,0,0,1,2672,3473103,3475774,0.0,4935,2672,L01-1,2,False
alaS,99.962,2630,0,1,1,2630,3013259,3015887,0.0,4850,2630,L01-1,2,False
gyrA,100.0,2627,0,0,1,2627,2591639,2594265,0.0,4852,2627,L01-1,2,False
topA,100.0,2597,0,0,1,2597,1779984,1782580,0.0,4796,2597,L01-1,2,False
leuS,100.0,2582,0,0,1,2582,1171330,1173911,0.0,4769,2582,L01-1,2,False
yaeT,100.0,2432,0,0,1,2432,812402,814833,0.0,4492,2432,L01-1,2,False
plsB,100.0,2423,0,0,1,2423,328286,330708,0.0,4475,2423,L01-1,2,False
gyrB,100.0,2414,0,0,1,2414,4001028,4003441,0.0,4458,2414,L01-1,2,False
pheT,100.0,2387,0,0,1,2387,2156956,2159342,0.0,4409,2387,L01-1,2,False
imp,100.0,2354,0,0,1,2354,672047,674400,0.0,4348,2354,L01-1,2,False
nrdA,100.0,2285,0,0,1,2285,2599711,2601995,0.0,4220,2285,L01-1,2,False
parC,100.0,2258,0,0,1,2258,3327296,3329553,0.0,4170,2258,L01-1,2,False
priA,100.0,2198,0,0,1,2198,198857,201054,0.0,4060,2198,L01-1,2,False
yrfF,100.0,2135,0,0,1,2135,3664821,3666955,0.0,3943,2135,L01-1,2,False
fusA,100.0,2114,0,0,1,2114,3609752,3611865,0.0,3904,2114,L01-1,2,False
spoT,100.0,2108,0,0,1,2108,3945725,3947832,0.0,3893,2108,L01-1,2,False
glyS,100.0,2069,0,0,1,2069,3850890,3852958,0.0,3821,2069,L01-1,2,False
metG,100.0,2033,0,0,1,2033,2452928,2454960,0.0,3755,2033,L01-1,2,False
ligA,99.95,2015,0,1,1,2015,2763931,2765944,0.0,3714,2015,L01-1,2,False
ftsH,100.0,1934,0,0,1,1934,3484762,3486695,0.0,3572,1934,L01-1,2,False
dnaX,100.0,1931,0,0,1,1931,1025448,1027378,0.0,3567,1931,L01-1,2,False
thrS,100.0,1928,0,0,1,1928,2162041,2163968,0.0,3561,1928,L01-1,2,False
mrdA,100.0,1901,0,0,1,1901,1165445,1167345,0.0,3511,1901,L01-1,2,False
parE,100.0,1892,0,0,1,1892,3337084,3338975,0.0,3494,1892,L01-1,2,False
dxs,100.0,1862,0,0,1,1862,971670,973531,0.0,3439,1862,L01-1,2,False
secD,100.0,1847,0,0,1,1847,961003,962849,0.0,3411,1847,L01-1,2,False
rpoD,100.0,1841,0,0,1,1841,3369711,3371551,0.0,3400,1841,L01-1,2,False
glmS,100.0,1829,0,0,1,1829,4037515,4039343,0.0,3378,1829,L01-1,2,False
aspS,100.0,1772,0,0,1,1772,2308708,2310479,0.0,3273,1772,L01-1,2,False
ftsI,100.0,1766,0,0,1,1766,711802,713567,0.0,3262,1766,L01-1,2,False
yejM,100.0,1760,0,0,1,1760,2543004,2544763,0.0,3251,1760,L01-1,2,False
msbA,100.0,1748,0,0,1,1748,1227251,1225504,0.0,3229,1748,L01-1,2,False
dnaG,100.0,1745,0,0,1,1745,3367771,3369515,0.0,3223,1745,L01-1,2,False
argS,100.0,1733,0,0,1,1733,2320020,2321752,0.0,3201,1733,L01-1,2,False
proS,100.0,1718,0,0,1,1718,831531,833248,0.0,3173,1718,L01-1,2,False
rpsA,100.0,1673,0,0,1,1673,1231877,1230205,0.0,3090,1673,L01-1,2,False
glnS,100.0,1664,0,0,1,1664,1482410,1480747,0.0,3073,1664,L01-1,2,False
groL,100.0,1646,0,0,1,1646,445152,446797,0.0,3040,1646,L01-1,2,False
yidC,100.0,1646,0,0,1,1646,4008399,4010044,0.0,3040,1646,L01-1,2,False
pyrG,100.0,1637,0,0,1,1637,3101900,3103536,0.0,3024,1637,L01-1,2,False
lnt,100.0,1538,0,0,1,1538,1499159,1497622,0.0,2841,1538,L01-1,2,False
mviN,100.0,1535,0,0,1,1535,1612407,1613941,0.0,2835,1535,L01-1,2,False
ftsY,100.0,1493,0,0,1,1493,3737193,3738685,0.0,2758,1493,L01-1,2,False
nusA,100.0,1487,0,0,1,1487,3475800,3477286,0.0,2747,1487,L01-1,2,False
murE,100.0,1487,0,0,1,1487,713555,715041,0.0,2747,1487,L01-1,2,False
murC,100.0,1475,0,0,1,1475,721154,722628,0.0,2724,1475,L01-1,2,False
der,100.0,1472,0,0,1,1472,2864857,2866328,0.0,2719,1472,L01-1,2,False
dnaB,100.0,1415,0,0,1,1415,338557,339971,0.0,2614,1415,L01-1,2,False
gltX,100.0,1415,0,0,1,1415,2755027,2756441,0.0,2614,1415,L01-1,2,False
dnaA,100.0,1403,0,0,1,1403,4005649,4007051,0.0,2591,1403,L01-1,2,False
asnS,100.0,1400,0,0,1,1400,1191166,1192565,0.0,2586,1400,L01-1,2,False
cysS,100.0,1385,0,0,1,1385,1080679,1082063,0.0,2558,1385,L01-1,2,False
glmU,100.0,1370,0,0,1,1370,4039506,4040875,0.0,2531,1370,L01-1,2,False
ffh,100.0,1361,0,0,1,1361,2975402,2976762,0.0,2514,1361,L01-1,2,False
murF,100.0,1358,0,0,1,1358,715039,716396,0.0,2508,1358,L01-1,2,False
pssA,100.0,1355,0,0,1,1355,2951697,2953051,0.0,2503,1355,L01-1,2,False
yaeL,100.0,1352,0,0,1,1352,811020,812371,0.0,2497,1352,L01-1,2,False
accC,100.0,1349,0,0,1,1349,3560197,3561545,0.0,2492,1349,L01-1,2,False
glmM,100.0,1337,0,0,1,1337,3482494,3483830,0.0,2470,1337,L01-1,2,False
secY,100.0,1331,0,0,1,1331,3597044,3598374,0.0,2459,1331,L01-1,2,False
mukF,100.0,1322,0,0,1,1322,1219553,1218232,0.0,2442,1322,L01-1,2,False
murD,100.0,1316,0,0,1,1316,717476,718791,0.0,2431,1316,L01-1,2,False
eno,100.0,1298,0,0,1,1298,3100514,3101811,0.0,2398,1298,L01-1,2,False
tilS,100.0,1298,0,0,1,1298,826805,828102,0.0,2398,1298,L01-1,2,False
serS,100.0,1292,0,0,1,1292,1254444,1253153,0.0,2386,1292,L01-1,2,False
hemL,100.0,1280,0,0,1,1280,788076,789355,0.0,2364,1280,L01-1,2,False
kdtA,100.0,1277,0,0,1,1277,3931949,3933225,0.0,2359,1277,L01-1,2,False
tyrS,99.922,1275,0,1,1,1274,2077346,2078620,0.0,2348,1274,L01-1,2,False
hisS,100.0,1274,0,0,1,1274,2868274,2869547,0.0,2353,1274,L01-1,2,False
folC,100.0,1268,0,0,1,1268,2686519,2687786,0.0,2342,1268,L01-1,2,False
ftsA,100.0,1262,0,0,1,1262,724371,725632,0.0,2331,1262,L01-1,2,False
murA,100.0,1259,0,0,1,1259,3494996,3496254,0.0,2326,1259,L01-1,2,False
rho,100.0,1259,0,0,1,1259,40671,41929,0.0,2326,1259,L01-1,2,False
hemA,100.0,1256,0,0,1,1256,1713847,1715102,0.0,2320,1256,L01-1,2,False
ftsW,100.0,1244,0,0,1,1244,718792,720035,0.0,2298,1244,L01-1,2,False
lolE,100.0,1244,0,0,1,1244,1650296,1651539,0.0,2298,1244,L01-1,2,False
cca,100.0,1238,0,0,1,1238,3358555,3359792,0.0,2287,1238,L01-1,2,False
fabB,100.0,1220,0,0,1,1220,2695230,2696449,0.0,2254,1220,L01-1,2,False
dfp,99.918,1220,0,1,1,1220,3936140,3937358,0.0,2246,1220,L01-1,2,False
lolC,100.0,1199,0,0,1,1199,1648403,1649601,0.0,2215,1199,L01-1,2,False
dxr,100.0,1196,0,0,1,1196,807995,809190,0.0,2209,1196,L01-1,2,False
obgE,100.0,1172,0,0,1,1172,3490343,3491514,0.0,2165,1172,L01-1,2,False
pgk,100.0,1163,0,0,1,1163,3261451,3262613,0.0,2148,1163,L01-1,2,False
metK,100.0,1154,0,0,1,1154,3276697,3277850,0.0,2132,1154,L01-1,2,False
ftsZ,100.0,1151,0,0,1,1151,725694,726844,0.0,2126,1151,L01-1,2,False
lpxB,100.0,1148,0,0,1,1148,817822,818969,0.0,2121,1148,L01-1,2,False
nrdB,100.0,1130,0,0,1,1130,2602230,2603359,0.0,2087,1130,L01-1,2,False
dapE,100.0,1127,0,0,1,1127,2820584,2821710,0.0,2082,1127,L01-1,2,False
ispG,100.0,1118,0,0,1,1118,2869659,2870776,0.0,2065,1118,L01-1,2,False
mrdB,100.0,1112,0,0,1,1112,1164330,1165441,0.0,2054,1112,L01-1,2,False
trmU,100.0,1106,0,0,1,1106,1665643,1666748,0.0,2043,1106,L01-1,2,False
ribD,100.0,1103,0,0,1,1103,966811,967913,0.0,2037,1103,L01-1,2,False
mreC,100.0,1103,0,0,1,1103,3553154,3554256,0.0,2037,1103,L01-1,2,False
asd,100.0,1103,0,0,1,1103,3712127,3713229,0.0,2037,1103,L01-1,2,False
yjgP,100.0,1100,0,0,1,1100,561598,562697,0.0,2032,1100,L01-1,2,False
dnaN,100.0,1100,0,0,1,1100,4004544,4005643,0.0,2032,1100,L01-1,2,False
prfB,100.0,1098,0,0,1,1098,3225176,3226273,0.0,2028,1098,L01-1,2,False
prfA,100.0,1082,0,0,1,1082,1715145,1716226,0.0,1999,1082,L01-1,2,False
yjgQ,100.0,1082,0,0,1,1082,562698,563779,0.0,1999,1082,L01-1,2,False
mraY,100.0,1082,0,0,1,1082,716391,717472,0.0,1999,1082,L01-1,2,False
fbaA,100.0,1079,0,0,1,1079,3260157,3261235,0.0,1993,1079,L01-1,2,False
degS,100.0,1067,0,0,1,1067,3536479,3537545,0.0,1971,1067,L01-1,2,False
murG,100.0,1067,0,0,1,1067,720033,721099,0.0,1971,1067,L01-1,2,False
ftsX,100.0,1058,0,0,1,1058,3735471,3736528,0.0,1954,1058,L01-1,2,False
rsgA,100.0,1052,0,0,1,1052,464583,465634,0.0,1943,1052,L01-1,2,False
mreB,100.0,1043,0,0,1,1043,3554323,3555365,0.0,1927,1043,L01-1,2,False
holA,100.0,1031,0,0,1,1031,1169703,1170733,0.0,1905,1031,L01-1,2,False
murB,100.0,1028,0,0,1,1028,246302,247329,0.0,1899,1028,L01-1,2,False
lpxD,100.0,1025,0,0,1,1025,815445,816469,0.0,1893,1025,L01-1,2,False
gpsA,100.0,1019,0,0,1,1019,3902952,3903970,0.0,1882,1019,L01-1,2,False
ygjD,100.0,1013,0,0,1,1013,3366194,3367206,0.0,1871,1013,L01-1,2,False
holB,100.0,1004,0,0,1,1004,1628738,1629741,0.0,1855,1004,L01-1,2,False
trpS,100.0,1004,0,0,1,1004,3650986,3651989,0.0,1855,1004,L01-1,2,False
gapA,100.0,995,0,0,1,995,2224168,2225162,0.0,1838,995,L01-1,2,False
rpoA,100.0,989,0,0,1,989,3594318,3595306,0.0,1827,989,L01-1,2,False
zipA,100.0,986,0,0,1,986,2766016,2767001,0.0,1821,986,L01-1,2,False
lpxK,100.0,986,0,0,1,986,1225506,1224521,0.0,1821,986,L01-1,2,False
pheS,100.0,983,0,0,1,983,2159358,2160340,0.0,1816,983,L01-1,2,False
thiL,100.0,977,0,0,1,977,968989,969965,0.0,1805,977,L01-1,2,False
hemB,100.0,974,0,0,1,974,932016,932989,0.0,1799,974,L01-1,2,False
lepB,100.0,974,0,0,1,974,2933306,2934279,0.0,1799,974,L01-1,2,False
ispB,100.0,971,0,0,1,971,3493471,3494441,0.0,1794,971,L01-1,2,False
secF,100.0,971,0,0,1,971,962861,963831,0.0,1794,971,L01-1,2,False
psd,100.0,968,0,0,1,968,463518,464485,0.0,1788,968,L01-1,2,False
birA,100.0,965,0,0,1,965,247327,248291,0.0,1783,965,L01-1,2,False
hemH,100.0,962,0,0,1,962,1031412,1032373,0.0,1777,962,L01-1,2,False
accA,100.0,959,0,0,1,959,823095,824053,0.0,1772,959,L01-1,2,False
ftsN,100.0,959,0,0,1,959,196625,197583,0.0,1772,959,L01-1,2,False
coaA,100.0,950,0,0,1,950,248321,249270,0.0,1755,950,L01-1,2,False
ispH,100.0,950,0,0,1,950,643570,644519,0.0,1755,950,L01-1,2,False
prsA,100.0,947,0,0,1,947,1711061,1712007,0.0,1749,947,L01-1,2,False
fmt,100.0,947,0,0,1,947,3588492,3589438,0.0,1749,947,L01-1,2,False
hemC,100.0,941,0,0,1,941,64078,65018,0.0,1738,941,L01-1,2,False
ribF,100.0,941,0,0,1,941,638700,639640,0.0,1738,941,L01-1,2,False
fabD,100.0,929,0,0,1,929,1622705,1623633,0.0,1716,929,L01-1,2,False
lpxC,100.0,917,0,0,1,917,726946,727862,0.0,1694,917,L01-1,2,False
accD,100.0,914,0,0,1,914,2687857,2688770,0.0,1688,914,L01-1,2,False
glyQ,100.0,911,0,0,1,911,3852969,3853879,0.0,1683,911,L01-1,2,False
era,100.0,905,0,0,1,905,2931452,2932356,0.0,1672,905,L01-1,2,False
ispA,100.0,899,0,0,1,899,973557,974455,0.0,1661,899,L01-1,2,False
dapA,100.0,878,0,0,1,878,2827859,2828736,0.0,1622,878,L01-1,2,False
uppS,100.0,878,0,0,1,878,2979799,2980676,0.0,1622,878,L01-1,2,False
lgt,100.0,875,0,0,1,875,3159033,3159907,0.0,1616,875,L01-1,2,False
ubiA,100.0,872,0,0,1,872,327259,328130,0.0,1611,872,L01-1,2,False
folD,100.0,866,0,0,1,866,1082943,1083808,0.0,1600,866,L01-1,2,False
murI,100.0,857,0,0,1,857,239673,240529,0.0,1583,857,L01-1,2,False
cdsA,100.0,857,0,0,1,857,810151,811007,0.0,1583,857,L01-1,2,False
kdsA,100.0,854,0,0,1,854,1718298,1719151,0.0,1578,854,L01-1,2,False
rpoH,100.0,854,0,0,1,854,3734372,3735225,0.0,1578,854,L01-1,2,False
tsf,100.0,851,0,0,1,851,805331,806181,0.0,1572,851,L01-1,2,False
ispE,100.0,851,0,0,1,851,1712159,1713009,0.0,1572,851,L01-1,2,False
prmC,100.0,833,0,0,1,833,1716227,1717059,0.0,1539,833,L01-1,2,False
ftsQ,100.0,830,0,0,1,830,723544,724373,0.0,1533,830,L01-1,2,False
nadE,100.0,827,0,0,1,827,2183857,2184683,0.0,1528,827,L01-1,2,False
dapD,100.0,824,0,0,1,824,799597,800420,0.0,1522,824,L01-1,2,False
dapB,99.878,821,1,0,1,821,645667,646487,0.0,1511,821,L01-1,2,False
rplB,100.0,821,0,0,1,821,3604821,3605641,0.0,1517,821,L01-1,2,False
suhB,100.0,803,0,0,1,803,2892415,2893217,0.0,1483,803,L01-1,2,False
map,100.0,794,0,0,1,794,803186,803979,0.0,1467,794,L01-1,2,False
lpxA,100.0,788,0,0,1,788,817034,817821,0.0,1456,788,L01-1,2,False
fabI,100.0,788,0,0,1,788,1799186,1799973,0.0,1456,788,L01-1,2,False
trmD,100.0,767,0,0,1,767,2973540,2974306,0.0,1417,767,L01-1,2,False
ispU,100.0,761,0,0,1,761,809377,810137,0.0,1406,761,L01-1,2,False
kdsB,100.0,746,0,0,1,746,1223020,1222275,0.0,1378,746,L01-1,2,False
hda,100.0,746,0,0,1,746,2847049,2847794,0.0,1378,746,L01-1,2,False
hemD,99.865,740,0,1,1,740,63342,64080,0.0,1360,740,L01-1,2,False
plsC,99.864,738,0,1,1,737,3326324,3327061,0.0,1356,737,L01-1,2,False
dnaC,100.0,737,0,0,1,737,581059,581795,0.0,1362,737,L01-1,2,False
yfiO,100.0,737,0,0,1,737,2965114,2965850,0.0,1362,737,L01-1,2,False
fabG,100.0,734,0,0,1,734,1623647,1624380,0.0,1356,734,L01-1,2,False
rpsB,100.0,725,0,0,1,725,804348,805072,0.0,1339,725,L01-1,2,False
yhbG,100.0,725,0,0,1,725,3503704,3504428,0.0,1339,725,L01-1,2,False
pyrH,100.0,725,0,0,1,725,806329,807053,0.0,1339,725,L01-1,2,False
lpxH,100.0,722,0,0,1,722,1079286,1080007,0.0,1334,722,L01-1,2,False
ispD,100.0,710,0,0,1,710,3065655,3066364,0.0,1312,710,L01-1,2,False
lolD,100.0,701,0,0,1,701,1649595,1650295,0.0,1295,701,L01-1,2,False
rpsC,100.0,701,0,0,1,701,3603460,3604160,0.0,1295,701,L01-1,2,False
yeaZ,100.0,695,0,0,1,695,2250529,2251223,0.0,1284,695,L01-1,2,False
mukE,100.0,677,0,0,1,677,1218223,1217547,0.0,1251,677,L01-1,2,False
folE,100.0,668,0,0,1,668,2501611,2502278,0.0,1234,668,L01-1,2,False
ftsE,100.0,668,0,0,1,668,3736522,3737189,0.0,1234,668,L01-1,2,False
can,100.0,662,0,0,1,662,762395,763056,0.0,1223,662,L01-1,2,False
ribB,100.0,653,0,0,1,653,3347393,3348045,0.0,1206,653,L01-1,2,False
adk,100.0,644,0,0,1,644,1030532,1031175,0.0,1190,644,L01-1,2,False
ribC,100.0,641,0,0,1,641,2104000,2104640,0.0,1184,641,L01-1,2,False
nadD,100.0,641,0,0,1,641,1169060,1169700,0.0,1184,641,L01-1,2,False
tmk,100.0,641,0,0,1,641,1628100,1628740,0.0,1184,641,L01-1,2,False
rplC,100.0,629,0,0,1,629,3606575,3607203,0.0,1162,629,L01-1,2,False
lolB,100.0,623,0,0,1,623,1713010,1713632,0.0,1151,623,L01-1,2,False
gmk,100.0,623,0,0,1,623,3944753,3945375,0.0,1151,623,L01-1,2,False
rpsD,100.0,620,0,0,1,620,3595333,3595952,0.0,1146,620,L01-1,2,False
coaE,100.0,620,0,0,1,620,732986,733605,0.0,1146,620,L01-1,2,False
lolA,100.0,614,0,0,1,614,1256503,1255890,0.0,1134,614,L01-1,2,False
lexA,100.0,608,0,0,1,608,331358,331965,0.0,1123,608,L01-1,2,False
rplD,100.0,605,0,0,1,605,3605959,3606563,0.0,1118,605,L01-1,2,False
yihA,100.0,596,0,0,1,596,124383,124978,0.0,1101,596,L01-1,2,False
grpE,100.0,593,0,0,1,593,2979083,2979675,0.0,1096,593,L01-1,2,False
ribA,100.0,590,0,0,1,590,1787506,1788095,0.0,1090,590,L01-1,2,False
pth,100.0,584,0,0,1,584,1708062,1708645,0.0,1079,584,L01-1,2,False
rlpB,100.0,581,0,0,1,581,1170734,1171314,0.0,1074,581,L01-1,2,False
yrbK,100.0,575,0,0,1,575,3502596,3503170,0.0,1062,575,L01-1,2,False
yrdC,100.0,572,0,0,1,572,3585121,3585692,0.0,1057,572,L01-1,2,False
kdsC,100.0,566,0,0,1,566,3502033,3502598,0.0,1046,566,L01-1,2,False
efp,100.0,566,0,0,1,566,449826,450391,0.0,1046,566,L01-1,2,False
yhbN,100.0,557,0,0,1,557,3503140,3503696,0.0,1029,557,L01-1,2,False
frr,100.0,557,0,0,1,557,807346,807902,0.0,1029,557,L01-1,2,False
pgsA,100.0,548,0,0,1,548,2335463,2336010,0.0,1013,548,L01-1,2,False
nusG,100.0,545,0,0,1,545,251988,252532,0.0,1007,545,L01-1,2,False
hemG,100.0,545,0,0,1,545,108860,109404,0.0,1007,545,L01-1,2,False
orn,100.0,545,0,0,1,545,465730,466274,0.0,1007,545,L01-1,2,False
infC,100.0,542,0,0,1,542,2161495,2162036,0.0,1002,542,L01-1,2,False
rplE,100.0,539,0,0,1,539,3601177,3601715,0.0,996,539,L01-1,2,False
rpsG,100.0,539,0,0,1,539,3611894,3612432,0.0,996,539,L01-1,2,False
dnaT,100.0,539,0,0,1,539,581799,582337,0.0,996,539,L01-1,2,False
ssb,100.0,536,0,0,1,536,348368,348903,0.0,990,536,L01-1,2,False
rplF,100.0,533,0,0,1,533,3599885,3600417,0.0,985,533,L01-1,2,False
fldA,100.0,530,0,0,1,530,1477568,1477039,0.0,979,530,L01-1,2,False
ppa,100.0,530,0,0,1,530,526348,526877,0.0,979,530,L01-1,2,False
fabA,100.0,518,0,0,1,518,1520294,1520811,0.0,957,518,L01-1,2,False
secM,100.0,512,0,0,1,512,728092,728603,0.0,946,512,L01-1,2,False
def,100.0,509,0,0,1,509,3587968,3588476,0.0,941,509,L01-1,2,False
rpsE,100.0,503,0,0,1,503,3599004,3599506,0.0,929,503,L01-1,2,False
rplJ,100.0,497,0,0,1,497,254241,254737,0.0,918,497,L01-1,2,False
lspA,100.0,494,0,0,1,494,642500,642993,0.0,913,494,L01-1,2,False
mreD,100.0,488,0,0,1,488,3552666,3553153,0.0,902,488,L01-1,2,False
folA,100.0,479,0,0,1,479,667115,667593,0.0,885,479,L01-1,2,False
ispF,100.0,479,0,0,1,479,3065176,3065654,0.0,885,479,L01-1,2,False
coaD,100.0,479,0,0,1,479,3933234,3933712,0.0,885,479,L01-1,2,False
folK,100.0,479,0,0,1,479,777640,778118,0.0,885,479,L01-1,2,False
accB,100.0,470,0,0,1,470,3559716,3560185,0.0,869,470,L01-1,2,False
ribE,100.0,470,0,0,1,470,968003,968472,0.0,869,470,L01-1,2,False
yjeE,100.0,461,0,0,1,461,469711,470171,0.0,852,461,L01-1,2,False
fabZ,100.0,455,0,0,1,455,816575,817029,0.0,841,455,L01-1,2,False
dut,100.0,452,0,0,4,455,3937343,3937794,0.0,835,455,L01-1,2,False
rplO,100.0,434,0,0,1,434,3598383,3598816,0.0,802,434,L01-1,2,False
rplM,100.0,428,0,0,1,428,3532502,3532929,0.0,791,428,L01-1,2,False
nusB,100.0,419,0,0,1,419,968493,968911,0.0,774,419,L01-1,2,False
yqgF,100.0,416,0,0,1,416,3282782,3283197,0.0,769,416,L01-1,2,False
rplP,100.0,410,0,0,1,410,3603037,3603446,0.0,758,410,L01-1,2,False
rpsI,100.0,392,0,0,1,392,3532094,3532485,0.0,725,392,L01-1,2,False
rpsH,100.0,392,0,0,1,392,3600431,3600822,0.0,725,392,L01-1,2,False
rpsK,100.0,389,0,0,1,389,3595987,3596375,0.0,719,389,L01-1,2,False
rplQ,100.0,383,0,0,1,383,3593894,3594276,0.0,708,383,L01-1,2,False
secE,100.0,383,0,0,1,383,251603,251985,0.0,708,383,L01-1,2,False
acpS,100.0,380,0,0,1,380,2929589,2929968,0.0,702,380,L01-1,2,False
rnpB,100.0,376,0,0,1,376,3429977,3430352,0.0,695,376,L01-1,2,False
rpsL,100.0,374,0,0,1,374,3612530,3612903,0.0,691,374,L01-1,2,False
rplN,100.0,371,0,0,1,371,3602056,3602426,0.0,686,371,L01-1,2,False
folB,100.0,368,0,0,1,368,3360885,3361252,0.0,680,368,L01-1,2,False
ftsL,100.0,365,0,0,1,365,711421,711785,0.0,675,365,L01-1,2,False
rplL,100.0,365,0,0,1,365,254805,255169,0.0,675,365,L01-1,2,False
rnpA,100.0,359,0,0,1,359,4007816,4008174,0.0,664,359,L01-1,2,False
rplT,100.0,356,0,0,1,356,2160792,2161147,0.0,658,356,L01-1,2,False
rpsM,100.0,356,0,0,1,356,3596393,3596748,0.0,658,356,L01-1,2,False
rplR,100.0,353,0,0,1,353,3599522,3599874,0.0,652,353,L01-1,2,False
rplS,100.0,347,0,0,1,347,2973151,2973497,0.0,641,347,L01-1,2,False
yadR,100.0,344,0,0,1,344,791084,791427,0.0,636,344,L01-1,2,False
rplV,100.0,332,0,0,1,332,3604179,3604510,1.6e-176,614,332,L01-1,2,False
yceQ,100.0,320,0,0,1,320,1617479,1617798,7.23e-170,592,320,L01-1,2,False
rplX,100.0,314,0,0,1,314,3601731,3602044,1.5300000000000002e-166,580,314,L01-1,2,False
ftsB,100.0,311,0,0,1,311,3066384,3066694,7.059999999999999e-165,575,311,L01-1,2,False
rpsJ,100.0,311,0,0,1,311,3607237,3607547,7.059999999999999e-165,575,311,L01-1,2,False
rplU,100.0,311,0,0,1,311,3492901,3493211,7.059999999999999e-165,575,311,L01-1,2,False
rpsN,100.0,305,0,0,1,305,3600857,3601161,1.5000000000000001e-161,564,305,L01-1,2,False
rplW,100.0,302,0,0,1,302,3605660,3605961,6.89e-160,558,302,L01-1,2,False
groS,100.0,293,0,0,1,293,444815,445107,6.72e-155,542,293,L01-1,2,False
rpsS,100.0,278,0,0,1,278,3604526,3604803,1.38e-146,514,278,L01-1,2,False
rpmA,100.0,257,0,0,1,257,3492623,3492879,5.99e-135,475,257,L01-1,2,False
rpsQ,100.0,254,0,0,1,254,3602592,3602845,2.7500000000000003e-133,470,254,L01-1,2,False
rpsP,100.0,248,0,0,1,248,2974905,2975152,5.81e-130,459,248,L01-1,2,False
acpP,100.0,236,0,0,1,236,1624592,1624827,2.5800000000000003e-123,436,236,L01-1,2,False
rpmB,100.0,236,0,0,1,236,3934847,3935082,2.5800000000000003e-123,436,236,L01-1,2,False
rpsR,100.0,227,0,0,1,227,503065,503291,2.49e-118,420,227,L01-1,2,False
infA,100.0,218,0,0,1,218,1267647,1267430,2.39e-113,403,218,L01-1,2,False
rpmC,100.0,191,0,0,1,191,3602846,3603036,2.12e-98,353,191,L01-1,2,False
csrA,100.0,185,0,0,1,185,3012839,3013023,4.4399999999999997e-95,342,185,L01-1,2,False
rpmD,100.0,179,0,0,1,179,3598821,3598999,9.25e-92,331,179,L01-1,2,False
rpmH,100.0,140,0,0,1,140,4007659,4007798,3.34e-70,259,140,L01-1,2,False
ffs,100.0,113,0,0,1,113,1009804,1009916,2.6499999999999998e-55,209,113,L01-1,2,False
serV,100.0,92,0,0,1,92,3012431,3012522,9.8e-44,171,92,L01-1,2,False
serT,100.0,87,0,0,1,87,1535964,1536050,5.49e-41,161,87,L01-1,2,False
leuU,100.0,86,0,0,1,86,3481833,3481918,1.95e-40,159,86,L01-1,2,False
leuZ,100.0,86,0,0,1,86,2335009,2335094,1.95e-40,159,86,L01-1,2,False
leuW,100.0,84,0,0,1,84,1491539,1491456,2.44e-39,156,84,L01-1,2,False
argU,100.0,76,0,0,1,76,1090792,1090867,6e-35,141,76,L01-1,2,False
proM,100.0,76,0,0,1,76,56989,57064,6e-35,141,76,L01-1,2,False
hisR,100.0,76,0,0,1,76,56762,56837,6e-35,141,76,L01-1,2,False
argX,100.0,76,0,0,1,76,56628,56703,6e-35,141,76,L01-1,2,False
trpT,100.0,75,0,0,1,75,21213,21287,2.1199999999999997e-34,139,75,L01-1,2,False
thrU,100.0,75,0,0,1,75,249633,249707,2.1199999999999997e-34,139,75,L01-1,2,False
glyT,100.0,74,0,0,1,74,249918,249991,7.49e-34,137,74,L01-1,2,False
cysT,100.0,73,0,0,1,73,2335108,2335180,2.6400000000000002e-33,135,73,L01-1,2,False
mukB,100.0,4460,0,0,1,4460,1365985,1370444,0.0,8237,4460,L01-1,3,False
rpoC,100.0,4223,0,0,1,4223,259600,263822,0.0,7799,4223,L01-1,3,False
rpoB,100.0,4028,0,0,1,4028,255495,259522,0.0,7439,4028,L01-1,3,False
ftsK,100.0,3989,0,0,1,3989,1322884,1326872,0.0,7367,3989,L01-1,3,False
dnaE,100.0,3482,0,0,1,3482,819150,822631,0.0,6431,3482,L01-1,3,False
rne,100.0,3185,0,0,1,3185,1619884,1623068,0.0,5882,3185,L01-1,3,False
valS,100.0,2855,0,0,1,2855,555909,558763,0.0,5273,2855,L01-1,3,False
ileS,100.0,2816,0,0,1,2816,639232,642047,0.0,5201,2816,L01-1,3,False
polA,100.0,2786,0,0,1,2786,121219,124004,0.0,5145,2786,L01-1,3,False
secA,100.0,2705,0,0,1,2705,728218,730922,0.0,4996,2705,L01-1,3,False
infB,100.0,2672,0,0,1,2672,3342407,3345078,0.0,4935,2672,L01-1,3,False
alaS,100.0,2630,0,0,1,2630,2892697,2895326,0.0,4857,2630,L01-1,3,False
gyrA,100.0,2627,0,0,1,2627,2469571,2472197,0.0,4852,2627,L01-1,3,False
topA,100.0,2597,0,0,1,2597,1790493,1793089,0.0,4796,2597,L01-1,3,False
leuS,100.0,2582,0,0,1,2582,1173970,1176551,0.0,4769,2582,L01-1,3,False
