,line,gen_id,prime_end,distance,initial_weight,factor,normalized_weight,cumulative_weight
1243,L06-2,1,distance_5_prime,4204,4204,8,0.045934875513373316,5.823181952700601
1188,L06-1,1,distance_5_prime,4204,4204,8,0.045934875513373316,5.869116828213975
3750,L06-4,2,distance_3_prime,4205,4205,12,0.0314103274367903,5.9005271556507655
377,L02-3,2,distance_5_prime,4217,4217,12,0.03142258546453937,5.931949741115305
445,L02-4,2,distance_5_prime,4246,4246,12,0.0354525149771429,5.967402256092448
308,L02-2,2,distance_5_prime,4246,4246,12,0.027245805807861245,5.994648061900309
4400,L10-2,2,distance_3_prime,4311,4311,12,0.02459180045141061,6.01923986235172
4705,L11-4,2,distance_3_prime,4398,4398,12,0.03154408587240233,6.050783948224122
372,L02-3,2,distance_5_prime,4406,4406,12,0.03283090148369942,6.083614849707822
3747,L06-4,2,distance_3_prime,4414,4414,12,0.03297150661260223,6.116586356320425
1829,L09-1,2,distance_5_prime,4521,4521,12,0.06096798989485797,6.177554346215283
2325,L11-4,2,distance_5_prime,4613,4613,12,0.03308614555011186,6.210640491765394
2229,L11-2,2,distance_5_prime,4613,4613,12,0.03825083748852945,6.248891329253924
2180,L11-1,2,distance_5_prime,4613,4613,12,0.04922296609363176,6.298114295347556
2284,L11-3,2,distance_5_prime,4613,4613,12,0.0636646141318974,6.361778909479454
2215,L11-2,1,distance_5_prime,4614,4614,8,0.041105638327845084,6.402884547807298
2310,L11-4,1,distance_5_prime,4614,4614,8,0.041105638327845084,6.443990186135143
2272,L11-3,1,distance_5_prime,4614,4614,8,0.041105638327845084,6.485095824462988
2166,L11-1,1,distance_5_prime,4614,4614,8,0.041105638327845084,6.526201462790833
2965,L03-3,2,distance_3_prime,4641,4641,12,0.03871788543560402,6.564919348226437
67,L01-2,2,distance_5_prime,4726,4726,12,0.05532851059263126,6.620247858819068
3268,L04-4,1,distance_3_prime,4757,4757,8,0.04049135238946433,6.660739211208533
3077,L04-1,1,distance_3_prime,4757,4757,8,0.04049135238946433,6.701230563597997
3137,L04-2,1,distance_3_prime,4757,4757,8,0.04049135238946433,6.741721915987462
3198,L04-3,1,distance_3_prime,4757,4757,8,0.04049135238946433,6.7822132683769265
3289,L04-4,2,distance_3_prime,4758,4758,12,0.030095511185139895,6.812308779562066
3463,L05-3,2,distance_3_prime,4764,4764,12,0.040306642967383406,6.85261542252945
508,L03-1,2,distance_5_prime,4772,4772,12,0.046867403812314315,6.899482826341764
1890,L09-3,1,distance_5_prime,4855,4855,8,0.05271143610163373,6.952194262443397
1854,L09-2,1,distance_5_prime,4855,4855,8,0.057455451315232796,7.00964971375863
1810,L09-1,1,distance_5_prime,4855,4855,8,0.05271143610163373,7.062361149860264
1940,L09-4,1,distance_5_prime,4855,4855,8,0.057455451315232796,7.119816601175497
1952,L09-4,2,distance_5_prime,4856,4856,12,0.07630281238297014,7.196119413558467
1864,L09-2,2,distance_5_prime,4856,4856,12,0.07098939520378142,7.267108808762249
1904,L09-3,2,distance_5_prime,4856,4856,12,0.04850615816443748,7.315614966926686
1823,L09-1,2,distance_5_prime,4856,4856,12,0.06548563568445705,7.381100602611143
2803,L02-4,2,distance_3_prime,4891,4891,12,0.04083802420000139,7.421938626811144
3143,L04-2,2,distance_3_prime,4904,4904,12,0.04310501426872074,7.465043641079865
3687,L06-3,2,distance_3_prime,4918,4918,12,0.03925567473185333,7.504299315811719
2240,L11-2,2,distance_5_prime,4928,4928,12,0.04086280666452918,7.545162122476248
3690,L06-3,2,distance_3_prime,4948,4948,12,0.039495135944125716,7.584657258420374
3156,L04-2,2,distance_3_prime,4963,4963,12,0.04362361048443332,7.628280868904807
2332,L11-4,2,distance_5_prime,4981,4981,12,0.03572557792870305,7.66400644683351
1383,L06-4,2,distance_5_prime,5114,5114,12,0.038200336388048886,7.702206783221559
3462,L05-3,2,distance_3_prime,5182,5182,12,0.04384320400020588,7.746049987221765
3630,L06-2,2,distance_3_prime,5185,5185,12,0.031698078603287494,7.777748065825053
2969,L03-3,2,distance_3_prime,5193,5193,12,0.04332298622432486,7.821071052049378
78,L01-2,2,distance_5_prime,5235,5235,12,0.061287505914605286,7.882358557963983
1099,L05-3,2,distance_5_prime,5262,5262,12,0.044520057786391995,7.9268786157503754
113,L01-3,2,distance_5_prime,5308,5308,12,0.03604205132325639,7.962920667073631
3693,L06-3,2,distance_3_prime,5309,5309,12,0.04237665253180344,8.005297319605434
3206,L04-3,2,distance_3_prime,5317,5317,12,0.01903145511408463,8.02432877471952
3069,L04-1,1,distance_3_prime,5318,5318,8,0.04526655707529353,8.069595331794813
3190,L04-3,1,distance_3_prime,5318,5318,8,0.04526655707529353,8.114861888870108
3260,L04-4,1,distance_3_prime,5318,5318,8,0.04526655707529353,8.160128445945402
3129,L04-2,1,distance_3_prime,5318,5318,8,0.04526655707529353,8.205395003020696
3274,L04-4,2,distance_3_prime,5318,5318,12,0.033637647852579645,8.239032650873275
3401,L05-2,2,distance_3_prime,5347,5347,12,0.03553351217124136,8.274566163044517
2959,L03-3,2,distance_3_prime,5413,5413,12,0.04515835248069911,8.319724515525216
2812,L02-4,2,distance_3_prime,5517,5517,12,0.04606489051551987,8.365789406040737
437,L02-4,2,distance_5_prime,5546,5546,12,0.04630702968988095,8.412096435730618
2041,L10-2,2,distance_5_prime,5555,5555,12,0.03168811215671212,8.44378454788733
2286,L11-3,2,distance_5_prime,5581,5581,12,0.07702410827446768,8.520808656161798
2236,L11-2,2,distance_5_prime,5581,5581,12,0.046277460226204825,8.567086116388003
2183,L11-1,2,distance_5_prime,5581,5581,12,0.05955199951627116,8.626638115904274
2329,L11-4,2,distance_5_prime,5581,5581,12,0.04002900028510173,8.666667116189377
2217,L11-2,1,distance_5_prime,5583,5583,8,0.04973835691035091,8.716405473099728
2168,L11-1,1,distance_5_prime,5583,5583,8,0.04973835691035091,8.76614383001008
2312,L11-4,1,distance_5_prime,5583,5583,8,0.04973835691035091,8.815882186920431
2274,L11-3,1,distance_5_prime,5583,5583,8,0.04973835691035091,8.865620543830783
645,L03-4,2,distance_5_prime,5609,5609,12,0.04231025508857068,8.907930798919354
500,L03-1,2,distance_5_prime,5714,5714,12,0.05611910003846689,8.964049898957821
4204,L09-1,2,distance_3_prime,5750,5750,12,0.07754168146326772,9.04159158042109
116,L01-3,2,distance_5_prime,5840,5840,12,0.0396544046209151,9.081245985042004
986,L05-1,2,distance_5_prime,5881,5881,12,0.03885269701205517,9.12009868205406
1192,L06-1,1,distance_5_prime,5914,5914,8,0.06461913743722403,9.184717819491285
1312,L06-3,1,distance_5_prime,5914,5914,8,0.06461913743722403,9.24933695692851
1268,L06-2,2,distance_5_prime,5914,5914,12,0.03615476120729841,9.285491718135807
1332,L06-3,2,distance_5_prime,5914,5914,12,0.04720578697929658,9.332697505115103
1387,L06-4,2,distance_5_prime,5914,5914,12,0.04417614184570222,9.376873646960805
1368,L06-4,1,distance_5_prime,5914,5914,8,0.06461913743722403,9.44149278439803
1247,L06-2,1,distance_5_prime,5914,5914,8,0.06461913743722403,9.506111921835254
1211,L06-1,2,distance_5_prime,5915,5915,12,0.05771252527667131,9.563824447111925
2232,L11-2,2,distance_5_prime,5933,5933,12,0.04919623213081405,9.613020679242739
2724,L02-3,1,distance_3_prime,5935,5935,8,0.05378920477396185,9.6668098840167
2609,L02-1,2,distance_3_prime,5935,5935,12,0.04803227509908933,9.71484215911579
2791,L02-4,1,distance_3_prime,5935,5935,8,0.05378920477396185,9.768631363889751
2655,L02-2,1,distance_3_prime,5935,5935,8,0.05378920477396185,9.822420568663713
2588,L02-1,1,distance_3_prime,5935,5935,8,0.05378920477396185,9.876209773437674
2748,L02-3,2,distance_3_prime,5936,5936,12,0.044231554972137946,9.920441328409812
4447,L10-3,2,distance_3_prime,5961,5961,12,0.050877655923599586,9.971318984333411
2682,L02-2,2,distance_3_prime,6146,6146,12,0.039437758477417616,10.010756742810829
1141,L05-4,2,distance_5_prime,6165,6165,12,0.03445303364130564,10.045209776452134
3739,L06-4,2,distance_3_prime,6170,6170,12,0.04608839959215128,10.091298176044285
593,L03-3,2,distance_5_prime,6183,6183,12,0.05158213437800897,10.142880310422294
1485,L07-2,2,distance_5_prime,6219,6219,12,0.0530108603077028,10.195891170729997
2671,L02-2,2,distance_3_prime,6235,6235,12,0.040008855207728414,10.235900025937726
3625,L06-2,2,distance_3_prime,6273,6273,12,0.03834947870364946,10.274249504641375
775,L04-2,2,distance_5_prime,6289,6289,12,0.0552788406884145,10.32952834532979
701,L04-1,1,distance_5_prime,6289,6289,8,0.05353166179889451,10.383060007128684
822,L04-3,1,distance_5_prime,6289,6289,8,0.05353166179889451,10.436591668927578
892,L04-4,1,distance_5_prime,6289,6289,8,0.05353166179889451,10.490123330726473
839,L04-3,2,distance_5_prime,6289,6289,12,0.022510592667383533,10.512633923393857
906,L04-4,2,distance_5_prime,6289,6289,12,0.03977945982415822,10.552413383218015
761,L04-2,1,distance_5_prime,6289,6289,8,0.05353166179889451,10.60594504501691
1437,L07-1,2,distance_5_prime,6316,6316,12,0.057920333558517945,10.663865378575428
2660,L02-2,2,distance_3_prime,6378,6378,12,0.040926460066542394,10.70479183864197
1083,L05-3,2,distance_5_prime,6453,6453,12,0.054596718528237845,10.759388557170208
2971,L03-3,2,distance_3_prime,6455,6455,12,0.05385131447679895,10.813239871647006
3029,L03-4,2,distance_3_prime,6455,6455,12,0.048691869601840555,10.861931741248847
2875,L03-1,2,distance_3_prime,6455,6455,12,0.06339670821636398,10.925328449465212
2955,L03-3,1,distance_3_prime,6455,6455,8,0.0651649946368856,10.990493444102098
3011,L03-4,1,distance_3_prime,6455,6455,8,0.0651649946368856,11.055658438738984
2862,L03-1,1,distance_3_prime,6455,6455,8,0.0651649946368856,11.12082343337587
2903,L03-2,1,distance_3_prime,6455,6455,8,0.0651649946368856,11.185988428012756
2919,L03-2,2,distance_3_prime,6455,6455,12,0.04902432355800389,11.23501275157076
3851,L07-2,2,distance_3_prime,6481,6481,12,0.0552441527020778,11.29025690427284
4656,L11-3,2,distance_3_prime,6496,6496,12,0.0896521425104716,11.379909046783311
4587,L11-2,1,distance_3_prime,6496,6496,8,0.05787217741172121,11.437781224195032
4644,L11-3,1,distance_3_prime,6496,6496,8,0.05787217741172121,11.495653401606752
4553,L11-1,2,distance_3_prime,6496,6496,12,0.0693154970180429,11.564968898624794
4538,L11-1,1,distance_3_prime,6496,6496,8,0.05787217741172121,11.622841076036515
4699,L11-4,2,distance_3_prime,6496,6496,12,0.04659171937860972,11.669432795415124
4682,L11-4,1,distance_3_prime,6496,6496,8,0.05787217741172121,11.727304972826845
3278,L04-4,2,distance_3_prime,6586,6586,12,0.041658057306711085,11.768963030133555
2793,L02-4,1,distance_3_prime,6594,6594,8,0.059761755059731164,11.828724785193288
2590,L02-1,1,distance_3_prime,6594,6594,8,0.059761755059731164,11.88848654025302
2750,L02-3,2,distance_3_prime,6594,6594,12,0.049134581112917394,11.937621121365938
2726,L02-3,1,distance_3_prime,6594,6594,8,0.059761755059731164,11.99738287642567
2657,L02-2,1,distance_3_prime,6594,6594,8,0.059761755059731164,12.057144631485402
2818,L02-4,2,distance_3_prime,6595,6595,12,0.05506578810039034,12.112210419585793
2611,L02-1,2,distance_3_prime,6598,6598,12,0.053397969857420624,12.165608389443214
4276,L09-3,2,distance_3_prime,6666,6666,12,0.06658608944072081,12.232194478883935
770,L04-2,2,distance_5_prime,6736,6736,12,0.05920786625491494,12.29140234513885
0,L01-1,1,distance_5_prime,6742,6742,8,0.0710499415118399,12.36245228665069
167,L01-4,2,distance_5_prime,6742,6742,12,0.06737031439313507,12.429822601043826
56,L01-2,1,distance_5_prime,6742,6742,8,0.0710499415118399,12.500872542555665
103,L01-3,1,distance_5_prime,6742,6742,8,0.0710499415118399,12.571922484067505
10,L01-1,2,distance_5_prime,6742,6742,12,0.06524452989164621,12.637167013959152
114,L01-3,2,distance_5_prime,6742,6742,12,0.04577910889626876,12.682946122855421
66,L01-2,2,distance_5_prime,6742,6742,12,0.07893034668123569,12.761876469536658
157,L01-4,1,distance_5_prime,6742,6742,8,0.0710499415118399,12.832926411048497
1031,L05-2,2,distance_5_prime,6760,6760,12,0.04492360992661148,12.877850020975108
2030,L10-2,2,distance_5_prime,6801,6801,12,0.03879583272327617,12.916645853698384
4702,L11-4,2,distance_3_prime,6843,6843,12,0.049080531974726956,12.965726385673111
487,L03-1,1,distance_5_prime,6907,6907,8,0.06972805855259007,13.035454444225701
537,L03-2,2,distance_5_prime,6907,6907,12,0.052457165424497736,13.087911609650199
580,L03-3,1,distance_5_prime,6907,6907,8,0.06972805855259007,13.157639668202789
636,L03-4,1,distance_5_prime,6907,6907,8,0.06972805855259007,13.227367726755379
528,L03-2,1,distance_5_prime,6907,6907,8,0.06972805855259007,13.297095785307969
589,L03-3,2,distance_5_prime,6907,6907,12,0.057622157876258774,13.354717943184227
646,L03-4,2,distance_5_prime,6907,6907,12,0.05210143196590438,13.406819375150132
496,L03-1,2,distance_5_prime,6907,6907,12,0.06783595099154546,13.474655326141677
1026,L05-2,2,distance_5_prime,6983,6983,12,0.046405557413835494,13.521060883555513
4030,L08-2,1,distance_3_prime,7184,7184,8,0.04648796345802761,13.56754884701354
3933,L07-4,1,distance_3_prime,7184,7184,8,0.048197620980456615,13.615746467993997
3786,L07-1,1,distance_3_prime,7184,7184,8,0.048724863737059365,13.664471331731056
3835,L07-2,1,distance_3_prime,7184,7184,8,0.048724863737059365,13.713196195468115
4130,L08-4,1,distance_3_prime,7184,7184,8,0.04648796345802761,13.759684158926142
3985,L08-1,1,distance_3_prime,7184,7184,8,0.04648796345802761,13.806172122384169
3883,L07-3,1,distance_3_prime,7184,7184,8,0.048724863737059365,13.854896986121227
4084,L08-3,1,distance_3_prime,7184,7184,8,0.04648796345802761,13.901384949579255
4000,L08-1,2,distance_3_prime,7185,7185,12,0.08834577606364338,13.989730725642898
4099,L08-3,2,distance_3_prime,7186,7186,12,0.07296505576963107,14.062695781412529
4045,L08-2,2,distance_3_prime,7186,7186,12,0.07273487937407111,14.1354306607866
3897,L07-3,2,distance_3_prime,7187,7187,12,0.06944274460040067,14.204873405387001
4145,L08-4,2,distance_3_prime,7187,7187,12,0.06765031180138839,14.27252371718839
3849,L07-2,2,distance_3_prime,7187,7187,12,0.06126210854340891,14.333785825731798
3800,L07-1,2,distance_3_prime,7187,7187,12,0.06590776397800323,14.399693589709802
3947,L07-4,2,distance_3_prime,7187,7187,12,0.0649882334856236,14.464681823195425
3504,L05-4,2,distance_3_prime,7237,7237,12,0.04044389366782302,14.505125716863247
1136,L05-4,2,distance_5_prime,7255,7255,12,0.040544486466775734,14.545670203330022
1384,L06-4,2,distance_5_prime,7377,7377,12,0.05510439607638574,14.600774599406408
2605,L02-1,2,distance_3_prime,7388,7388,12,0.05979148246538702,14.660566081871796
658,L03-4,2,distance_5_prime,7508,7508,12,0.05663494298537861,14.717201024857175
380,L02-3,2,distance_5_prime,7579,7579,12,0.05647421750906899,14.773675242366243
220,L02-1,1,distance_5_prime,7579,7579,8,0.06868885981160183,14.842364102177845
241,L02-1,2,distance_5_prime,7579,7579,12,0.06133725576680675,14.903701357944652
287,L02-2,1,distance_5_prime,7579,7579,8,0.06868885981160183,14.972390217756253
423,L02-4,1,distance_5_prime,7579,7579,8,0.06868885981160183,15.041079077567854
356,L02-3,1,distance_5_prime,7579,7579,8,0.06868885981160183,15.109767937379456
1447,L07-1,2,distance_5_prime,7693,7693,12,0.07054799336062041,15.180315930740075
1791,L08-4,2,distance_5_prime,7696,7696,12,0.07244146370161196,15.252757394441687
1430,L07-1,1,distance_5_prime,7696,7696,8,0.05219745981631527,15.304954854258002
1744,L08-3,2,distance_5_prime,7696,7696,12,0.07814348305080443,15.383098337308805
1775,L08-4,1,distance_5_prime,7696,7696,8,0.04980113680024784,15.432899474109053
1577,L07-4,1,distance_5_prime,7696,7696,8,0.051632640738529245,15.484532114847582
1527,L07-3,1,distance_5_prime,7696,7696,8,0.05219745981631527,15.536729574663896
1675,L08-2,1,distance_5_prime,7696,7696,8,0.04980113680024784,15.586530711464144
1729,L08-3,1,distance_5_prime,7696,7696,8,0.04980113680024784,15.636331848264392
1479,L07-2,1,distance_5_prime,7696,7696,8,0.05219745981631527,15.688529308080707
1630,L08-1,1,distance_5_prime,7696,7696,8,0.04980113680024784,15.738330444880955
1690,L08-2,2,distance_5_prime,7696,7696,12,0.07789697072959245,15.816227415610546
1495,L07-2,2,distance_5_prime,7697,7697,12,0.06560935709734499,15.881836772707892
1544,L07-3,2,distance_5_prime,7697,7697,12,0.07437050301784943,15.956207275725742
1594,L07-4,2,distance_5_prime,7697,7697,12,0.06959989329885138,16.025807169024592
1645,L08-1,2,distance_5_prime,7698,7698,12,0.09465355381182002,16.120460722836413
1088,L05-3,2,distance_5_prime,7723,7723,12,0.06534177238394248,16.185802495220354
2815,L02-4,2,distance_3_prime,7765,7765,12,0.0648348513418546,16.250637346562208
1256,L06-2,2,distance_5_prime,7841,7841,12,0.04793532002475935,16.298572666586967
3686,L06-3,2,distance_3_prime,7910,7910,12,0.0631379396358194,16.361710606222786
1032,L05-2,2,distance_5_prime,7920,7920,12,0.05263239506194718,16.414343001284735
922,L04-4,2,distance_5_prime,7995,7995,12,0.05057032617175146,16.464913327456486
444,L02-4,2,distance_5_prime,8003,8003,12,0.06682206249695587,16.531735389953443
2977,L03-3,2,distance_3_prime,8033,8033,12,0.06701589607933789,16.59875128603278
1643,L08-1,2,distance_5_prime,8046,8046,12,0.09893251415561236,16.697683800188393
1093,L05-3,2,distance_5_prime,8083,8083,12,0.06838761442178003,16.766071414610174
3899,L07-3,2,distance_3_prime,8173,8173,12,0.0789697442074683,16.845041158817644
3803,L07-1,2,distance_3_prime,8174,8174,12,0.07495896239824662,16.92000012121589
4102,L08-3,2,distance_3_prime,8174,8174,12,0.08299698940453162,17.00299711062042
3949,L07-4,2,distance_3_prime,8174,8174,12,0.07391315159475265,17.076910262215172
4148,L08-4,2,distance_3_prime,8174,8174,12,0.0769408165666549,17.153851078781827
4004,L08-1,2,distance_3_prime,8174,8174,12,0.10050638462689229,17.25435746340872
4048,L08-2,2,distance_3_prime,8174,8174,12,0.0827351661569242,17.337092629565642
3885,L07-3,1,distance_3_prime,8175,8175,8,0.05544623622640038,17.392538865792044
3837,L07-2,1,distance_3_prime,8175,8175,8,0.05544623622640038,17.447985102018446
3988,L08-1,1,distance_3_prime,8175,8175,8,0.052900765766895286,17.500885867785342
4033,L08-2,1,distance_3_prime,8175,8175,8,0.052900765766895286,17.55378663355224
4087,L08-3,1,distance_3_prime,8175,8175,8,0.052900765766895286,17.606687399319135
4133,L08-4,1,distance_3_prime,8175,8175,8,0.052900765766895286,17.65958816508603
3788,L07-1,1,distance_3_prime,8175,8175,8,0.05544623622640038,17.715034401312433
3935,L07-4,1,distance_3_prime,8175,8175,8,0.054846262738757354,17.76988066405119
1265,L06-2,2,distance_5_prime,8196,8196,12,0.050105583844270836,17.81998624789546
4280,L09-3,2,distance_3_prime,8215,8215,12,0.08205891460478869,17.90204516250025
291,L02-2,2,distance_5_prime,8216,8216,12,0.05272057007003956,17.95476573257029
3408,L05-2,2,distance_3_prime,8249,8249,12,0.054818766018434634,18.009584498588726
3452,L05-3,2,distance_3_prime,8256,8256,12,0.0698513107344075,18.079435809323133
902,L04-4,2,distance_5_prime,8345,8345,12,0.052784161588901306,18.132219970912033
2482,L01-3,2,distance_3_prime,8399,8399,12,0.05703036719367566,18.18925033810571
3391,L05-2,2,distance_3_prime,8423,8423,12,0.05597508378873499,18.245225421894443
888,L04-4,1,distance_5_prime,8448,8448,8,0.07190896468072203,18.317134386575166
