,line,gen_id,prime_end,distance,initial_weight,factor,normalized_weight,cumulative_weight_rv
2305,L11-3,2,distance_5_prime,3980,3980,12,1.3801130312572599e-05,862.7539225075961
4391,L10-1,2,distance_3_prime,4038,4038,12,1.005999951376669e-05,862.6989940089521
298,L02-2,2,distance_5_prime,4117,4117,12,6.416817194503354e-06,862.6583717309155
455,L02-4,2,distance_5_prime,4157,4157,12,8.349626702106193e-06,862.6319536945258
1287,L06-2,2,distance_5_prime,4179,4179,12,6.113419209891512e-06,862.5972442963251
1378,L06-4,1,distance_5_prime,4204,4204,8,1.0926468961316203e-05,862.571696317447
1217,L06-1,2,distance_5_prime,4204,4204,12,9.756978068752546e-06,862.5257614419337
1257,L06-2,1,distance_5_prime,4204,4204,8,1.0926468961316203e-05,862.4847431061327
1390,L06-4,2,distance_5_prime,4204,4204,12,7.469756822066657e-06,862.4388082306193
1202,L06-1,1,distance_5_prime,4204,4204,8,1.0926468961316203e-05,862.4074053729394
1322,L06-3,1,distance_5_prime,4204,4204,8,1.0926468961316203e-05,862.361470497426
3779,L06-4,2,distance_3_prime,4205,4205,12,7.469756822066657e-06,862.3155356219127
383,L02-3,2,distance_5_prime,4217,4217,12,7.0366456779163085e-06,862.2841252944759
314,L02-2,2,distance_5_prime,4246,4246,12,6.416817194503354e-06,862.254451759652
452,L02-4,2,distance_5_prime,4246,4246,12,8.349626702106193e-06,862.2272059538442
4430,L10-2,2,distance_3_prime,4311,4311,12,5.704430631271309e-06,862.1917534388671
4735,L11-4,2,distance_3_prime,4398,4398,12,7.172370593997801e-06,862.1671616384157
378,L02-3,2,distance_5_prime,4406,4406,12,7.0366456779163085e-06,862.1356175525433
3776,L06-4,2,distance_3_prime,4414,4414,12,7.469756822066657e-06,862.1046140916864
1843,L09-1,2,distance_5_prime,4521,4521,12,1.3485509819698733e-05,862.0716425850737
2299,L11-3,2,distance_5_prime,4613,4613,12,1.3801130312572599e-05,862.0106745951789
2340,L11-4,2,distance_5_prime,4613,4613,12,7.172370593997801e-06,861.947009981047
2244,L11-2,2,distance_5_prime,4613,4613,12,8.291965638094397e-06,861.9139238354969
2195,L11-1,2,distance_5_prime,4613,4613,12,1.0670489072974586e-05,861.8756729980084
2325,L11-4,1,distance_5_prime,4614,4614,8,8.909697983512604e-06,861.8264500319148
2181,L11-1,1,distance_5_prime,4614,4614,8,8.909697983512604e-06,861.7853406854189
2287,L11-3,1,distance_5_prime,4614,4614,8,8.909697983512604e-06,861.744231338923
2230,L11-2,1,distance_5_prime,4614,4614,8,8.909697983512604e-06,861.7031219924271
2987,L03-3,2,distance_3_prime,4641,4641,12,8.342573892610218e-06,861.6620126459312
68,L01-2,2,distance_5_prime,4726,4726,12,1.1707259964585538e-05,861.6232947604956
3293,L04-4,1,distance_3_prime,4757,4757,8,8.511951311638497e-06,861.567966249903
3100,L04-1,1,distance_3_prime,4757,4757,8,8.511951311638497e-06,861.5274748975135
3223,L04-3,1,distance_3_prime,4757,4757,8,8.511951311638497e-06,861.486983545124
3162,L04-2,1,distance_3_prime,4757,4757,8,8.511951311638497e-06,861.4464921927345
3314,L04-4,2,distance_3_prime,4758,4758,12,6.325244048999557e-06,861.406000840345
3490,L05-3,2,distance_3_prime,4764,4764,12,8.46067232732649e-06,861.3759053291599
515,L03-1,2,distance_5_prime,4772,4772,12,9.821333573410376e-06,861.3355986861925
1955,L09-4,1,distance_5_prime,4855,4855,8,1.1834284513951141e-05,861.2887312823801
1904,L09-3,1,distance_5_prime,4855,4855,8,1.0857144408163487e-05,861.2312758310649
1868,L09-2,1,distance_5_prime,4855,4855,8,1.1834284513951141e-05,861.1785643949632
1824,L09-1,1,distance_5_prime,4855,4855,8,1.0857144408163487e-05,861.121108943648
1837,L09-1,2,distance_5_prime,4856,4856,12,1.3485509819698733e-05,861.0683975075464
1878,L09-2,2,distance_5_prime,4856,4856,12,1.4618903460416273e-05,861.0029118718619
1918,L09-3,2,distance_5_prime,4856,4856,12,9.988912307338854e-06,860.9319224766581
1967,L09-4,2,distance_5_prime,4856,4856,12,1.571309974937606e-05,860.8834163184937
2825,L02-4,2,distance_3_prime,4891,4891,12,8.349626702106193e-06,860.8071135061107
3168,L04-2,2,distance_3_prime,4904,4904,12,8.78976636800994e-06,860.7662754819107
3716,L06-3,2,distance_3_prime,4918,4918,12,7.982040409079571e-06,860.723170467642
2255,L11-2,2,distance_5_prime,4928,4928,12,8.291965638094397e-06,860.6839147929102
3719,L06-3,2,distance_3_prime,4948,4948,12,7.982040409079571e-06,860.6430519862456
3181,L04-2,2,distance_3_prime,4963,4963,12,8.78976636800994e-06,860.6035568503015
2347,L11-4,2,distance_5_prime,4981,4981,12,7.172370593997801e-06,860.559933239817
1397,L06-4,2,distance_5_prime,5114,5114,12,7.469756822066657e-06,860.5242076618883
3489,L05-3,2,distance_3_prime,5182,5182,12,8.46067232732649e-06,860.4860073255003
3659,L06-2,2,distance_3_prime,5185,5185,12,6.113419209891512e-06,860.4421641215001
2991,L03-3,2,distance_3_prime,5193,5193,12,8.342573892610218e-06,860.4104660428968
79,L01-2,2,distance_5_prime,5235,5235,12,1.1707259964585538e-05,860.3671430566725
1111,L05-3,2,distance_5_prime,5262,5262,12,8.46067232732649e-06,860.3058555507579
114,L01-3,2,distance_5_prime,5308,5308,12,6.790137777553954e-06,860.2613354929715
3722,L06-3,2,distance_3_prime,5309,5309,12,7.982040409079571e-06,860.2252934416482
3231,L04-3,2,distance_3_prime,5317,5317,12,3.5793596227354955e-06,860.1829167891163
3092,L04-1,1,distance_3_prime,5318,5318,8,8.511951311638497e-06,860.1638853340023
3285,L04-4,1,distance_3_prime,5318,5318,8,8.511951311638497e-06,860.1186187769271
3215,L04-3,1,distance_3_prime,5318,5318,8,8.511951311638497e-06,860.0733522198518
3154,L04-2,1,distance_3_prime,5318,5318,8,8.511951311638497e-06,860.0280856627766
3299,L04-4,2,distance_3_prime,5318,5318,12,6.325244048999557e-06,859.9828191057013
3428,L05-2,2,distance_3_prime,5347,5347,12,4.967929942251954e-06,859.9491814578487
2981,L03-3,2,distance_3_prime,5413,5413,12,8.342573892610218e-06,859.9226179364474
2834,L02-4,2,distance_3_prime,5517,5517,12,8.349626702106193e-06,859.8774595839667
444,L02-4,2,distance_5_prime,5546,5546,12,8.349626702106193e-06,859.8313946934512
2056,L10-2,2,distance_5_prime,5555,5555,12,5.704430631271309e-06,859.7850876637614
2344,L11-4,2,distance_5_prime,5581,5581,12,7.172370593997801e-06,859.7533995516046
2251,L11-2,2,distance_5_prime,5581,5581,12,8.291965638094397e-06,859.7133705513195
2301,L11-3,2,distance_5_prime,5581,5581,12,1.3801130312572599e-05,859.6670930910933
2198,L11-1,2,distance_5_prime,5581,5581,12,1.0670489072974586e-05,859.5900689828188
2289,L11-3,1,distance_5_prime,5583,5583,8,8.909697983512604e-06,859.5305169833025
2232,L11-2,1,distance_5_prime,5583,5583,8,8.909697983512604e-06,859.4807741394606
2327,L11-4,1,distance_5_prime,5583,5583,8,8.909697983512604e-06,859.4310312956186
2183,L11-1,1,distance_5_prime,5583,5583,8,8.909697983512604e-06,859.3812884517766
652,L03-4,2,distance_5_prime,5610,5610,12,5.468557390003386e-06,859.3315456079347
507,L03-1,2,distance_5_prime,5714,5714,12,9.821333573410376e-06,859.3008670009767
4233,L09-1,2,distance_3_prime,5750,5750,12,1.3485509819698733e-05,859.2447479009383
117,L01-3,2,distance_5_prime,5840,5840,12,6.790137777553954e-06,859.167206219475
996,L05-1,2,distance_5_prime,5881,5881,12,6.6064779819852355e-06,859.1275518148541
1382,L06-4,1,distance_5_prime,5914,5914,8,1.0926468961316203e-05,859.088699117842
1346,L06-3,2,distance_5_prime,5914,5914,12,7.982040409079571e-06,859.0240799804047
1401,L06-4,2,distance_5_prime,5914,5914,12,7.469756822066657e-06,858.9768741934255
1282,L06-2,2,distance_5_prime,5914,5914,12,6.113419209891512e-06,858.9326980515798
1326,L06-3,1,distance_5_prime,5914,5914,8,1.0926468961316203e-05,858.8965432903725
1206,L06-1,1,distance_5_prime,5914,5914,8,1.0926468961316203e-05,858.8319241529352
1261,L06-2,1,distance_5_prime,5914,5914,8,1.0926468961316203e-05,858.767305015498
1225,L06-1,2,distance_5_prime,5915,5915,12,9.756978068752546e-06,858.7026858780607
2247,L11-2,2,distance_5_prime,5933,5933,12,8.291965638094397e-06,858.6449733527841
2676,L02-2,1,distance_3_prime,5935,5935,8,9.06305050951337e-06,858.5957771206532
2606,L02-1,1,distance_3_prime,5935,5935,8,9.06305050951337e-06,858.5419879158793
2813,L02-4,1,distance_3_prime,5935,5935,8,9.06305050951337e-06,858.4881987111054
2627,L02-1,2,distance_3_prime,5935,5935,12,6.2998409290165425e-06,858.4344095063315
2745,L02-3,1,distance_3_prime,5935,5935,8,9.06305050951337e-06,858.3970199504178
2769,L02-3,2,distance_3_prime,5936,5936,12,7.0366456779163085e-06,858.3432307456438
4477,L10-3,2,distance_3_prime,5961,5961,12,8.534978118449848e-06,858.3014612168997
2703,L02-2,2,distance_3_prime,6146,6146,12,6.416817194503354e-06,858.2505842123356
1153,L05-4,2,distance_5_prime,6165,6165,12,3.7404151860856554e-06,858.2111464538582
3768,L06-4,2,distance_3_prime,6170,6170,12,7.469756822066657e-06,858.188086794236
600,L03-3,2,distance_5_prime,6183,6183,12,8.342573892610218e-06,858.1419983946439
1499,L07-2,2,distance_5_prime,6219,6219,12,8.52401677242367e-06,858.0904162602659
2692,L02-2,2,distance_3_prime,6235,6235,12,6.416817194503354e-06,858.0374053999582
3654,L06-2,2,distance_3_prime,6273,6273,12,6.113419209891512e-06,857.9973965447505
832,L04-3,1,distance_5_prime,6289,6289,8,8.511951311638497e-06,857.9590470660469
849,L04-3,2,distance_5_prime,6289,6289,12,3.5793596227354955e-06,857.905515404248
916,L04-4,2,distance_5_prime,6289,6289,12,6.325244048999557e-06,857.8830048115807
902,L04-4,1,distance_5_prime,6289,6289,8,8.511951311638497e-06,857.8432253517566
771,L04-2,1,distance_5_prime,6289,6289,8,8.511951311638497e-06,857.7896936899577
709,L04-1,1,distance_5_prime,6289,6289,8,8.511951311638497e-06,857.7361620281589
785,L04-2,2,distance_5_prime,6289,6289,12,8.78976636800994e-06,857.6826303663601
1451,L07-1,2,distance_5_prime,6316,6316,12,9.170413799638686e-06,857.6273515256717
2681,L02-2,2,distance_3_prime,6378,6378,12,6.416817194503354e-06,857.5694311921131
1095,L05-3,2,distance_5_prime,6453,6453,12,8.46067232732649e-06,857.5285047320466
2941,L03-2,2,distance_3_prime,6455,6455,12,7.594782890473104e-06,857.4739080135183
2925,L03-2,1,distance_3_prime,6455,6455,8,1.009527414978863e-05,857.4248836899603
2993,L03-3,2,distance_3_prime,6455,6455,12,8.342573892610218e-06,857.3597186953234
3033,L03-4,1,distance_3_prime,6455,6455,8,1.009527414978863e-05,857.3058673808466
2884,L03-1,1,distance_3_prime,6455,6455,8,1.009527414978863e-05,857.2407023862097
2977,L03-3,1,distance_3_prime,6455,6455,8,1.009527414978863e-05,857.1755373915728
2897,L03-1,2,distance_3_prime,6455,6455,12,9.821333573410376e-06,857.1103723969359
3880,L07-2,2,distance_3_prime,6481,6481,12,8.52401677242367e-06,857.0469756887195
4712,L11-4,1,distance_3_prime,6496,6496,8,8.909697983512604e-06,856.9917315360174
4729,L11-4,2,distance_3_prime,6496,6496,12,7.172370593997801e-06,856.9338541379165
4674,L11-3,1,distance_3_prime,6496,6496,8,8.909697983512604e-06,856.8872624185378
4686,L11-3,2,distance_3_prime,6496,6496,12,1.3801130312572599e-05,856.8293850204369
4568,L11-1,1,distance_3_prime,6496,6496,8,8.909697983512604e-06,856.7397328779265
4617,L11-2,1,distance_3_prime,6496,6496,8,8.909697983512604e-06,856.6818554798256
4583,L11-1,2,distance_3_prime,6496,6496,12,1.0670489072974586e-05,856.6239780817247
3303,L04-4,2,distance_3_prime,6586,6586,12,6.325244048999557e-06,856.5546625847066
2815,L02-4,1,distance_3_prime,6594,6594,8,9.06305050951337e-06,856.5130045274
2608,L02-1,1,distance_3_prime,6594,6594,8,9.06305050951337e-06,856.4532427723402
2747,L02-3,1,distance_3_prime,6594,6594,8,9.06305050951337e-06,856.3934810172805
2772,L02-3,2,distance_3_prime,6594,6594,12,7.0366456779163085e-06,856.3337192622207
2678,L02-2,1,distance_3_prime,6594,6594,8,9.06305050951337e-06,856.2873196206206
2840,L02-4,2,distance_3_prime,6595,6595,12,8.349626702106193e-06,856.2275578655608
2632,L02-1,2,distance_3_prime,6597,6597,12,6.2998409290165425e-06,856.1724920774604
4305,L09-3,2,distance_3_prime,6666,6666,12,9.988912307338854e-06,856.1309320268517
780,L04-2,2,distance_5_prime,6736,6736,12,8.78976636800994e-06,856.064345937411
115,L01-3,2,distance_5_prime,6742,6742,12,6.790137777553954e-06,856.005138071156
57,L01-2,1,distance_5_prime,6742,6742,8,1.0538407225131994e-05,855.9593589622598
0,L01-1,1,distance_5_prime,6742,6742,8,1.0538407225131994e-05,855.8883090207479
67,L01-2,2,distance_5_prime,6742,6742,12,1.1707259964585538e-05,855.817259079236
104,L01-3,1,distance_5_prime,6742,6742,8,1.0538407225131994e-05,855.7383287325548
168,L01-4,2,distance_5_prime,6742,6742,12,9.992630435054149e-06,855.6672787910429
10,L01-1,2,distance_5_prime,6742,6742,12,7.559159874971496e-06,855.5999084766498
158,L01-4,1,distance_5_prime,6742,6742,8,1.0538407225131994e-05,855.5489446207728
1043,L05-2,2,distance_5_prime,6760,6760,12,4.967929942251954e-06,855.4778946792609
2045,L10-2,2,distance_5_prime,6801,6801,12,5.704430631271309e-06,855.4443114728513
4732,L11-4,2,distance_3_prime,6843,6843,12,7.172370593997801e-06,855.405515640128
503,L03-1,2,distance_5_prime,6907,6907,12,9.821333573410376e-06,855.3564351081533
494,L03-1,1,distance_5_prime,6907,6907,8,1.009527414978863e-05,855.2885991571617
535,L03-2,1,distance_5_prime,6907,6907,8,1.009527414978863e-05,855.218871098609
653,L03-4,2,distance_5_prime,6907,6907,12,5.468557390003386e-06,855.1491430400564
544,L03-2,2,distance_5_prime,6907,6907,12,7.594782890473104e-06,855.1113717141636
587,L03-3,1,distance_5_prime,6907,6907,8,1.009527414978863e-05,855.0589145487392
596,L03-3,2,distance_5_prime,6907,6907,12,8.342573892610218e-06,854.9891864901865
643,L03-4,1,distance_5_prime,6907,6907,8,1.009527414978863e-05,854.9315643323102
1036,L05-2,2,distance_5_prime,6983,6983,12,4.967929942251954e-06,854.8618362737576
3864,L07-2,1,distance_3_prime,7184,7184,8,6.7824142172966825e-06,854.8271452189708
3912,L07-3,1,distance_3_prime,7184,7184,8,6.7824142172966825e-06,854.7784203552337
4159,L08-4,1,distance_3_prime,7184,7184,8,6.4710416840238876e-06,854.7296954914966
3815,L07-1,1,distance_3_prime,7184,7184,8,6.7824142172966825e-06,854.6832075280386
4012,L08-1,1,distance_3_prime,7184,7184,8,6.4710416840238876e-06,854.6344826643015
4111,L08-3,1,distance_3_prime,7184,7184,8,6.4710416840238876e-06,854.5879947008434
4057,L08-2,1,distance_3_prime,7184,7184,8,6.4710416840238876e-06,854.5415067373854
3962,L07-4,1,distance_3_prime,7184,7184,8,6.709022964985609e-06,854.4950187739273
4027,L08-1,2,distance_3_prime,7185,7185,12,1.2295863056874513e-05,854.4468211529469
4126,L08-3,2,distance_3_prime,7186,7186,12,4.900401383710004e-06,854.3584753768832
4072,L08-2,2,distance_3_prime,7186,7186,12,1.0121747755924174e-05,854.3232610925398
3976,L07-4,2,distance_3_prime,7187,7187,12,9.747918819332073e-06,854.2505262131658
4174,L08-4,2,distance_3_prime,7187,7187,12,9.412872102600306e-06,854.1804679206112
3829,L07-1,2,distance_3_prime,7187,7187,12,9.170413799638686e-06,854.1128176088099
3878,L07-2,2,distance_3_prime,7187,7187,12,8.52401677242367e-06,854.0469098448319
3926,L07-3,2,distance_3_prime,7187,7187,12,9.662271406762302e-06,853.9856477362886
3531,L05-4,2,distance_3_prime,7237,7237,12,3.7404151860856554e-06,853.9162049916881
1148,L05-4,2,distance_5_prime,7256,7256,12,3.7404151860856554e-06,853.8891356069864
1398,L06-4,2,distance_5_prime,7377,7377,12,7.469756822066657e-06,853.8619951543961
2623,L02-1,2,distance_3_prime,7388,7388,12,6.2998409290165425e-06,853.8068907583198
665,L03-4,2,distance_5_prime,7508,7508,12,5.468557390003386e-06,853.7603475335362
293,L02-2,1,distance_5_prime,7579,7579,8,9.06305050951337e-06,853.7192896046521
362,L02-3,1,distance_5_prime,7579,7579,8,9.06305050951337e-06,853.6506007448405
223,L02-1,1,distance_5_prime,7579,7579,8,9.06305050951337e-06,853.581911885029
430,L02-4,1,distance_5_prime,7579,7579,8,9.06305050951337e-06,853.5132230252174
244,L02-1,2,distance_5_prime,7579,7579,12,6.2998409290165425e-06,853.4445341654058
386,L02-3,2,distance_5_prime,7579,7579,12,7.0366456779163085e-06,853.3967876710047
1461,L07-1,2,distance_5_prime,7693,7693,12,9.170413799638686e-06,853.3434569334119
1493,L07-2,1,distance_5_prime,7696,7696,8,6.7824142172966825e-06,853.2729089400513
1687,L08-2,1,distance_5_prime,7696,7696,8,6.4710416840238876e-06,853.220711480235
1642,L08-1,1,distance_5_prime,7696,7696,8,6.4710416840238876e-06,853.1709103434347
1805,L08-4,2,distance_5_prime,7696,7696,12,9.412872102600306e-06,853.1211092066344
1591,L07-4,1,distance_5_prime,7696,7696,8,6.709022964985609e-06,853.0486677429328
1757,L08-3,2,distance_5_prime,7696,7696,12,4.900401383710004e-06,852.9970351021943
1789,L08-4,1,distance_5_prime,7696,7696,8,6.4710416840238876e-06,852.9593216131453
1702,L08-2,2,distance_5_prime,7696,7696,12,1.0121747755924174e-05,852.909520476345
1444,L07-1,1,distance_5_prime,7696,7696,8,6.7824142172966825e-06,852.8316235056154
1541,L07-3,1,distance_5_prime,7696,7696,8,6.7824142172966825e-06,852.7794260457991
1741,L08-3,1,distance_5_prime,7696,7696,8,6.4710416840238876e-06,852.7272285859829
1558,L07-3,2,distance_5_prime,7697,7697,12,9.662271406762302e-06,852.6774274491826
1606,L07-4,2,distance_5_prime,7697,7697,12,9.747918819332073e-06,852.6030569461648
1509,L07-2,2,distance_5_prime,7697,7697,12,8.52401677242367e-06,852.5280272150123
1657,L08-1,2,distance_5_prime,7698,7698,12,1.2295863056874513e-05,852.4624178579149
1100,L05-3,2,distance_5_prime,7723,7723,12,8.46067232732649e-06,852.3677643041032
2837,L02-4,2,distance_3_prime,7765,7765,12,8.349626702106193e-06,852.3024225317192
1270,L06-2,2,distance_5_prime,7841,7841,12,6.113419209891512e-06,852.2375876803774
3715,L06-3,2,distance_3_prime,7910,7910,12,7.982040409079571e-06,852.1896523603526
1044,L05-2,2,distance_5_prime,7920,7920,12,4.967929942251954e-06,852.1265144207168
932,L04-4,2,distance_5_prime,7995,7995,12,6.325244048999557e-06,852.0871684155742
451,L02-4,2,distance_5_prime,8003,8003,12,8.349626702106193e-06,852.0365980894024
2999,L03-3,2,distance_3_prime,8033,8033,12,8.342573892610218e-06,851.9697760269055
1655,L08-1,2,distance_5_prime,8046,8046,12,1.2295863056874513e-05,851.9027601308262
1105,L05-3,2,distance_5_prime,8083,8083,12,8.46067232732649e-06,851.8038276166706
3928,L07-3,2,distance_3_prime,8173,8173,12,9.662271406762302e-06,851.7354400022488
4129,L08-3,2,distance_3_prime,8174,8174,12,4.900401383710004e-06,851.6564702580413
4075,L08-2,2,distance_3_prime,8174,8174,12,1.0121747755924174e-05,851.6164143771308
3978,L07-4,2,distance_3_prime,8174,8174,12,9.747918819332073e-06,851.5336792109739
4031,L08-1,2,distance_3_prime,8174,8174,12,1.2295863056874513e-05,851.4539997225447
3832,L07-1,2,distance_3_prime,8174,8174,12,9.170413799638686e-06,851.3534933379178
4177,L08-4,2,distance_3_prime,8174,8174,12,9.412872102600306e-06,851.2785343755196
4114,L08-3,1,distance_3_prime,8175,8175,8,6.4710416840238876e-06,851.2015935589529
4162,L08-4,1,distance_3_prime,8175,8175,8,6.4710416840238876e-06,851.148692793186
4060,L08-2,1,distance_3_prime,8175,8175,8,6.4710416840238876e-06,851.0957920274191
3866,L07-2,1,distance_3_prime,8175,8175,8,6.7824142172966825e-06,851.0428912616521
4015,L08-1,1,distance_3_prime,8175,8175,8,6.4710416840238876e-06,850.9874450254257
3964,L07-4,1,distance_3_prime,8175,8175,8,6.709022964985609e-06,850.9345442596588
3914,L07-3,1,distance_3_prime,8175,8175,8,6.7824142172966825e-06,850.87969799692
3817,L07-1,1,distance_3_prime,8175,8175,8,6.7824142172966825e-06,850.8242517606935
1279,L06-2,2,distance_5_prime,8196,8196,12,6.113419209891512e-06,850.7688055244671
4309,L09-3,2,distance_3_prime,8215,8215,12,9.988912307338854e-06,850.7186999406229
297,L02-2,2,distance_5_prime,8216,8216,12,6.416817194503354e-06,850.6366410260181
3435,L05-2,2,distance_3_prime,8249,8249,12,4.967929942251954e-06,850.583920455948
3479,L05-3,2,distance_3_prime,8256,8256,12,8.46067232732649e-06,850.5429400018544
912,L04-4,2,distance_5_prime,8345,8345,12,6.325244048999557e-06,850.47308869112
