start,end,IS_strand,max_alignment_length,length,cluster_id,Line,Gen
1920956,1924048,forward,3093,3093,4,L10-4,2
2027184,2030276,reverse,3093,3093,5,L10-4,2
2090737,2093829,forward,3094,3093,6,L10-4,2
2333521,2336614,forward,3094,3094,7,L10-4,2
2441356,2444448,reverse,3094,3093,8,L10-4,2
2535420,2538513,reverse,3094,3094,9,L10-4,2
2774312,2777405,forward,3094,3094,10,L10-4,2
3589141,3592233,forward,3094,3093,11,L10-4,2
3725760,3731953,forward,3093,6194,12,L10-4,2
3965798,3968889,reverse,3093,3092,13,L10-4,2
43588,46681,reverse,3095,3094,0,L10-4,3
121407,124496,reverse,3092,3090,1,L10-4,3
794315,797408,forward,3095,3094,2,L10-4,3
1279248,1282338,reverse,3092,3091,3,L10-4,3
1444822,1447914,reverse,3093,3093,4,L10-4,3
1732785,1735884,reverse,3103,3100,5,L10-4,3
1777682,1782815,reverse,3094,5134,6,L10-4,3
1906752,1909847,forward,3102,3096,7,L10-4,3
1934728,1937822,forward,3095,3095,8,L10-4,3
2040944,2044036,reverse,3094,3093,9,L10-4,3
2104499,2107590,forward,3095,3092,10,L10-4,3
2154765,2157857,forward,3093,3093,11,L10-4,3
2293732,2296824,forward,3095,3093,12,L10-4,3
2323549,2326640,reverse,3093,3092,13,L10-4,3
2356545,2365841,reverse,3094,9297,14,L10-4,3
2470562,2473656,reverse,3096,3095,15,L10-4,3
2564620,2567712,reverse,3094,3093,16,L10-4,3
2803581,2806673,forward,3093,3093,17,L10-4,3
3342808,3345900,reverse,3093,3093,18,L10-4,3
3375937,3385258,reverse,3097,9322,19,L10-4,3
3429464,3432555,reverse,3093,3092,20,L10-4,3
3663855,3666945,forward,3093,3091,21,L10-4,3
3679049,3684180,forward,3093,5132,22,L10-4,3
3805341,3813943,forward,3094,8603,23,L10-4,3
4047792,4050883,reverse,3093,3092,24,L10-4,3
76810,79902,reverse,3094,3093,0,L11-1,1
164210,167302,reverse,3094,3093,1,L11-1,1
387257,390348,reverse,3095,3092,2,L11-1,1
1281101,1284194,reverse,3095,3094,3,L11-1,1
1427754,1430847,forward,3094,3094,4,L11-1,1
1861586,1864677,forward,3095,3092,5,L11-1,1
2130238,2133333,reverse,3097,3096,6,L11-1,1
2181475,2184565,reverse,3092,3091,7,L11-1,1
2454491,2457586,forward,3100,3096,8,L11-1,1
2895361,2898454,forward,3094,3094,9,L11-1,1
3661890,3664984,forward,3096,3095,10,L11-1,1
3919602,3922695,forward,3095,3094,11,L11-1,1
76795,79888,reverse,3094,3094,0,L11-1,2
164195,167288,reverse,3094,3094,1,L11-1,2
192859,195951,forward,3093,3093,2,L11-1,2
390333,393426,reverse,3094,3094,3,L11-1,2
1001416,1004500,reverse,3095,3085,4,L11-1,2
1287033,1290125,reverse,3094,3093,5,L11-1,2
1433678,1436771,forward,3094,3094,6,L11-1,2
1620596,1623687,forward,3093,3092,7,L11-1,2
1870288,1873380,forward,3094,3093,8,L11-1,2
2138910,2142002,reverse,3093,3093,9,L11-1,2
2190145,2193238,reverse,3094,3094,10,L11-1,2
2463133,2466225,forward,3093,3093,11,L11-1,2
2903954,2907047,forward,3094,3094,12,L11-1,2
3559692,3562784,reverse,3093,3093,13,L11-1,2
3673459,3676552,forward,3094,3094,14,L11-1,2
3761017,3764109,reverse,3094,3093,15,L11-1,2
3934241,3937334,forward,3094,3094,16,L11-1,2
76786,79878,reverse,3094,3093,0,L11-1,3
164178,167270,reverse,3093,3093,1,L11-1,3
192639,195728,forward,3093,3090,2,L11-1,3
390098,393189,reverse,3094,3092,3,L11-1,3
1001141,1004231,reverse,3093,3091,4,L11-1,3
1226096,1229188,reverse,3094,3093,5,L11-1,3
1269171,1272263,reverse,3094,3093,6,L11-1,3
1415809,1418900,forward,3093,3092,7,L11-1,3
1602709,1605801,forward,3093,3093,8,L11-1,3
1852385,1855477,forward,3093,3093,9,L11-1,3
2120992,2124083,reverse,3093,3092,10,L11-1,3
2172223,2175313,reverse,3092,3091,11,L11-1,3
2445175,2448266,forward,3093,3092,12,L11-1,3
2885975,2889067,forward,3093,3093,13,L11-1,3
2943812,2946904,forward,3093,3093,14,L11-1,3
3402545,3405636,forward,3093,3092,15,L11-1,3
3547836,3550928,reverse,3093,3093,16,L11-1,3
3661594,3664687,forward,3094,3094,17,L11-1,3
3744734,3747826,reverse,3094,3093,18,L11-1,3
3917945,3921036,forward,3093,3092,19,L11-1,3
76810,79902,reverse,3094,3093,0,L11-2,1
164210,167302,reverse,3094,3093,1,L11-2,1
387257,390348,reverse,3095,3092,2,L11-2,1
1281101,1284194,reverse,3095,3094,3,L11-2,1
1427754,1430847,forward,3094,3094,4,L11-2,1
1861586,1864677,forward,3095,3092,5,L11-2,1
2130238,2133333,reverse,3097,3096,6,L11-2,1
2181475,2184565,reverse,3092,3091,7,L11-2,1
2454491,2457586,forward,3100,3096,8,L11-2,1
2895361,2898454,forward,3094,3094,9,L11-2,1
3661890,3664984,forward,3096,3095,10,L11-2,1
3919602,3922695,forward,3095,3094,11,L11-2,1
42976,46069,forward,3094,3094,0,L11-2,2
79896,82988,reverse,3094,3093,1,L11-2,2
167290,170382,reverse,3094,3093,2,L11-2,2
390317,393409,reverse,3094,3093,3,L11-2,2
1283899,1286991,reverse,3093,3093,4,L11-2,2
1301604,1304698,forward,3095,3095,5,L11-2,2
1433643,1436734,forward,3093,3092,6,L11-2,2
1704387,1707479,reverse,3093,3093,7,L11-2,2
1722094,1725187,forward,3094,3094,8,L11-2,2
1744138,1747231,forward,3094,3094,9,L11-2,2
1891064,1894156,forward,3094,3093,10,L11-2,2
2123478,2126570,reverse,3094,3093,11,L11-2,2
2134947,2138039,reverse,3093,3093,12,L11-2,2
2169201,2172293,reverse,3093,3093,13,L11-2,2
2291340,2294432,reverse,3093,3093,14,L11-2,2
2493425,2496517,forward,3093,3093,15,L11-2,2
2934243,2937335,forward,3094,3093,16,L11-2,2
3274319,3277410,reverse,3093,3092,17,L11-2,2
3703736,3706827,forward,3094,3092,18,L11-2,2
3961419,3964512,forward,3094,3094,19,L11-2,2
42963,46054,forward,3093,3092,0,L11-2,3
79878,82967,reverse,3093,3090,1,L11-2,3
167260,170351,reverse,3095,3092,2,L11-2,3
390274,393366,reverse,3094,3093,3,L11-2,3
446720,449814,reverse,3096,3095,4,L11-2,3
1219840,1222933,reverse,3094,3094,5,L11-2,3
1237544,1240636,forward,3093,3093,6,L11-2,3
1307692,1310783,reverse,3094,3092,7,L11-2,3
1325391,1328484,forward,3094,3094,8,L11-2,3
1457345,1460436,forward,3093,3092,9,L11-2,3
1728043,1731134,reverse,3094,3092,10,L11-2,3
1745746,1748836,forward,3093,3091,11,L11-2,3
1767782,1770875,forward,3094,3094,12,L11-2,3
1914676,1917770,forward,3095,3095,13,L11-2,3
2146879,2149971,reverse,3094,3093,14,L11-2,3
2186183,2189273,reverse,3093,3091,15,L11-2,3
2217238,2220330,reverse,3094,3093,16,L11-2,3
2339369,2342459,reverse,3092,3091,17,L11-2,3
2541432,2544523,forward,3094,3092,18,L11-2,3
2935636,2938726,forward,3092,3091,19,L11-2,3
2985294,2988386,forward,3094,3093,20,L11-2,3
3325351,3328443,reverse,3095,3093,21,L11-2,3
3754721,3757812,forward,3093,3092,22,L11-2,3
3767249,3770341,forward,3094,3093,23,L11-2,3
4015497,4018588,forward,3094,3092,24,L11-2,3
76810,79902,reverse,3094,3093,0,L11-3,1
164210,167302,reverse,3094,3093,1,L11-3,1
387257,390348,reverse,3095,3092,2,L11-3,1
1281101,1284194,reverse,3095,3094,3,L11-3,1
1427754,1430847,forward,3094,3094,4,L11-3,1
1861586,1864677,forward,3095,3092,5,L11-3,1
2130238,2133333,reverse,3097,3096,6,L11-3,1
2181475,2184565,reverse,3092,3091,7,L11-3,1
2454491,2457586,forward,3100,3096,8,L11-3,1
2895361,2898454,forward,3094,3094,9,L11-3,1
3661890,3664984,forward,3096,3095,10,L11-3,1
3919602,3922695,forward,3095,3094,11,L11-3,1
76794,79887,reverse,3094,3094,0,L11-3,2
164194,167287,reverse,3094,3094,1,L11-3,2
387226,390319,reverse,3094,3094,2,L11-3,2
1280835,1283927,reverse,3094,3093,3,L11-3,2
1427484,1430577,forward,3094,3094,4,L11-3,2
1860995,1864087,forward,3093,3093,5,L11-3,2
2129620,2132712,reverse,3093,3093,6,L11-3,2
2180855,2183947,reverse,3093,3093,7,L11-3,2
2453840,2456932,forward,3093,3093,8,L11-3,2
2894497,2897590,forward,3094,3094,9,L11-3,2
3634877,3637969,forward,3093,3093,10,L11-3,2
3890508,3893600,forward,3094,3093,11,L11-3,2
76778,79868,reverse,3093,3091,0,L11-3,3
164165,167258,reverse,3094,3094,1,L11-3,3
387189,390282,reverse,3096,3094,2,L11-3,3
799152,802243,forward,3093,3092,3,L11-3,3
1283861,1286950,reverse,3093,3090,4,L11-3,3
1380245,1383336,reverse,3093,3092,5,L11-3,3
1433586,1436678,forward,3093,3093,6,L11-3,3
1867044,1870137,forward,3094,3094,7,L11-3,3
2112731,2115822,reverse,3093,3092,8,L11-3,3
2163961,2167051,reverse,3092,3091,9,L11-3,3
2436909,2440001,forward,3093,3093,10,L11-3,3
2877515,2880610,forward,3096,3096,11,L11-3,3
3617802,3620892,forward,3092,3091,12,L11-3,3
3873404,3876495,forward,3093,3092,13,L11-3,3
76810,79902,reverse,3094,3093,0,L11-4,1
164210,167302,reverse,3094,3093,1,L11-4,1
387257,390348,reverse,3095,3092,2,L11-4,1
1281101,1284194,reverse,3095,3094,3,L11-4,1
1427754,1430847,forward,3094,3094,4,L11-4,1
1861586,1864677,forward,3095,3092,5,L11-4,1
2130238,2133333,reverse,3097,3096,6,L11-4,1
2181475,2184565,reverse,3092,3091,7,L11-4,1
2454491,2457586,forward,3100,3096,8,L11-4,1
2895361,2898454,forward,3094,3094,9,L11-4,1
3661890,3664984,forward,3096,3095,10,L11-4,1
3919602,3922695,forward,3095,3094,11,L11-4,1
76795,79887,reverse,3093,3093,0,L11-4,2
164194,167286,reverse,3093,3093,1,L11-4,2
306233,309325,forward,3093,3093,2,L11-4,2
390322,393414,reverse,3093,3093,3,L11-4,2
497021,500114,forward,3094,3094,4,L11-4,2
951911,955003,reverse,3095,3093,5,L11-4,2
1290132,1293225,reverse,3094,3094,6,L11-4,2
1436775,1439868,forward,3094,3094,7,L11-4,2
1812640,1815732,forward,3094,3093,8,L11-4,2
1873378,1876471,forward,3094,3094,9,L11-4,2
2009154,2012247,reverse,3094,3094,10,L11-4,2
2127529,2130620,reverse,3093,3092,11,L11-4,2
2173230,2176323,reverse,3094,3094,12,L11-4,2
2446210,2450818,reverse,3093,4609,13,L11-4,2
2615606,2618698,forward,3094,3093,14,L11-4,2
2815766,2818858,forward,3094,3093,15,L11-4,2
2889708,2892801,forward,3094,3094,16,L11-4,2
2947392,2950484,reverse,3094,3093,17,L11-4,2
3387839,3390932,forward,3094,3094,18,L11-4,2
3662311,3665403,forward,3093,3093,19,L11-4,2
3919994,3923085,forward,3093,3092,20,L11-4,2
3980406,3983499,forward,3094,3094,21,L11-4,2
76773,79863,reverse,3092,3091,0,L11-4,3
164161,167251,reverse,3092,3091,1,L11-4,3
306170,309262,forward,3093,3093,2,L11-4,3
390249,393339,reverse,3093,3091,3,L11-4,3
496931,500021,forward,3092,3091,4,L11-4,3
951740,954830,reverse,3092,3091,5,L11-4,3
1244032,1247122,reverse,3092,3091,6,L11-4,3
1293018,1296108,reverse,3092,3091,7,L11-4,3
1439636,1442726,forward,3093,3091,8,L11-4,3
1579023,1583628,forward,3093,4606,9,L11-4,3
1820055,1823147,forward,3094,3093,10,L11-4,3
1880594,1883685,forward,3093,3092,11,L11-4,3
2016349,2019440,reverse,3093,3092,12,L11-4,3
2080122,2083213,forward,3093,3092,13,L11-4,3
2137808,2140897,reverse,3092,3090,14,L11-4,3
2183503,2186594,reverse,3093,3092,15,L11-4,3
2375538,2378628,forward,3092,3091,16,L11-4,3
2459531,2464133,reverse,3093,4603,17,L11-4,3
2628899,2631989,forward,3093,3091,18,L11-4,3
2829024,2832116,forward,3094,3093,19,L11-4,3
2902961,2906053,forward,3093,3093,20,L11-4,3
2960630,2963721,reverse,3093,3092,21,L11-4,3
3401008,3404097,forward,3093,3090,22,L11-4,3
3675429,3678520,forward,3093,3092,23,L11-4,3
3770500,3773590,forward,3093,3091,24,L11-4,3
3854577,3857669,reverse,3093,3093,25,L11-4,3
3996588,3999678,forward,3092,3091,26,L11-4,3
4162242,4165333,forward,3092,3092,27,L11-4,3
4221165,4224256,forward,3093,3092,28,L11-4,3
